failure_id,payment_id,customer_id,subscription_id,amount,failure_reason,behavior_profile,selected_action,estimated_recovery_probability,action_cost,expected_net_value,decision_margin
FAIL_001354,PAY_008965,CUST_0530,SUB_0530,2315.15,CARD_EXPIRED,normal,WAIT_AND_RETRY,0.4095,2.0,946.11,106.79
FAIL_000129,PAY_000787,CUST_0051,SUB_0051,706.77,AUTHENTICATION_FAILED,friction_prone,WAIT_AND_RETRY,0.3918,2.0,274.91,32.72
FAIL_000277,PAY_001824,CUST_0112,SUB_0112,553.77,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.4335,2.0,238.04,26.81
FAIL_000938,PAY_006328,CUST_0380,SUB_0380,2093.21,AUTHENTICATION_FAILED,friction_prone,WAIT_AND_RETRY,0.3989,2.0,833.0,95.65
FAIL_000242,PAY_001634,CUST_0103,SUB_0103,10145.96,NETWORK_ERROR,high_value_loyal,WAIT_AND_RETRY,0.6303,2.0,6393.28,467.19
FAIL_000291,PAY_001902,CUST_0117,SUB_0117,1714.93,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.4365,2.0,746.53,81.12
FAIL_000030,PAY_000196,CUST_0017,SUB_0017,988.37,NETWORK_ERROR,low_engagement,WAIT_AND_RETRY,0.4874,2.0,479.75,48.36
FAIL_002769,PAY_017045,CUST_0991,SUB_0991,885.95,AUTHENTICATION_FAILED,friction_prone,WAIT_AND_RETRY,0.3928,2.0,346.01,40.8
FAIL_002411,PAY_015040,CUST_0883,SUB_0883,1083.08,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.3752,2.0,404.32,48.67
FAIL_000943,PAY_006383,CUST_0384,SUB_0384,686.09,CARD_EXPIRED,friction_prone,WAIT_AND_RETRY,0.3598,2.0,244.88,30.59
FAIL_002269,PAY_014413,CUST_0843,SUB_0843,638.25,LIMIT_EXCEEDED,low_engagement,WAIT_AND_RETRY,0.316,2.0,199.67,26.61
FAIL_002410,PAY_015039,CUST_0883,SUB_0883,1083.08,NETWORK_ERROR,friction_prone,WAIT_AND_RETRY,0.5234,2.0,564.89,53.18
FAIL_000087,PAY_000444,CUST_0032,SUB_0032,10611.56,LIMIT_EXCEEDED,high_value_loyal,WAIT_AND_RETRY,0.4464,2.0,4735.24,500.02
FAIL_001385,PAY_009117,CUST_0540,SUB_0540,2023.63,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.4383,2.0,884.99,95.66
FAIL_000263,PAY_001776,CUST_0110,SUB_0110,697.76,BANK_DECLINED,normal,WAIT_AND_RETRY,0.4254,2.0,294.86,33.33
FAIL_000921,PAY_006182,CUST_0374,SUB_0374,1655.04,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.3813,2.0,629.01,74.38
FAIL_001016,PAY_006858,CUST_0412,SUB_0412,449.29,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.4027,2.0,178.93,21.39
FAIL_000496,PAY_003241,CUST_0188,SUB_0188,221.49,CARD_EXPIRED,low_engagement,WAIT_AND_RETRY,0.3316,2.0,71.45,10.14
FAIL_001850,PAY_012013,CUST_0704,SUB_0704,685.76,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.4388,2.0,298.94,33.09
FAIL_002120,PAY_013497,CUST_0788,SUB_0788,1672.99,BANK_DECLINED,reliable,WAIT_AND_RETRY,0.4682,2.0,781.25,80.6
FAIL_001795,PAY_011806,CUST_0693,SUB_0693,1009.84,CARD_EXPIRED,low_engagement,WAIT_AND_RETRY,0.3292,2.0,330.47,42.51
FAIL_001530,PAY_010123,CUST_0597,SUB_0597,12778.74,LIMIT_EXCEEDED,high_value_loyal,WAIT_AND_RETRY,0.441,2.0,5634.04,599.86
FAIL_001635,PAY_010820,CUST_0636,SUB_0636,666.71,LIMIT_EXCEEDED,friction_prone,WAIT_AND_RETRY,0.3473,2.0,229.53,29.23
FAIL_001277,PAY_008396,CUST_0491,SUB_0491,540.07,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.4381,2.0,234.6,26.26
FAIL_000824,PAY_005554,CUST_0336,SUB_0336,1661.44,CARD_EXPIRED,friction_prone,WAIT_AND_RETRY,0.3643,2.0,603.29,73.09
FAIL_002209,PAY_014096,CUST_0824,SUB_0824,311.11,CARD_EXPIRED,low_engagement,WAIT_AND_RETRY,0.3273,2.0,99.83,13.75
FAIL_000868,PAY_005892,CUST_0356,SUB_0356,8418.6,BANK_DECLINED,high_value_loyal,WAIT_AND_RETRY,0.4831,2.0,4064.85,403.85
FAIL_001734,PAY_011398,CUST_0670,SUB_0670,891.7,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.4836,2.0,429.2,43.68
FAIL_002485,PAY_015272,CUST_0897,SUB_0897,994.96,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.4852,2.0,480.74,48.64
FAIL_002162,PAY_013806,CUST_0807,SUB_0807,200.0,NETWORK_ERROR,low_engagement,WAIT_AND_RETRY,0.493,2.0,96.61,10.6
FAIL_001086,PAY_007332,CUST_0436,SUB_0436,829.5,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.432,2.0,356.37,39.63
FAIL_000677,PAY_004699,CUST_0277,SUB_0277,470.05,CARD_EXPIRED,low_engagement,WAIT_AND_RETRY,0.328,2.0,152.16,20.28
FAIL_002252,PAY_014363,CUST_0841,SUB_0841,609.78,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.3739,2.0,225.98,27.79
FAIL_001947,PAY_012492,CUST_0731,SUB_0731,1784.87,LIMIT_EXCEEDED,friction_prone,WAIT_AND_RETRY,0.3529,2.0,627.79,77.2
FAIL_000526,PAY_003561,CUST_0211,SUB_0211,1170.85,NETWORK_ERROR,friction_prone,WAIT_AND_RETRY,0.5302,2.0,618.75,57.4
FAIL_000516,PAY_003495,CUST_0207,SUB_0207,1213.6,CARD_EXPIRED,friction_prone,WAIT_AND_RETRY,0.3598,2.0,434.66,53.33
FAIL_002182,PAY_013895,CUST_0810,SUB_0810,1736.57,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.4373,2.0,757.37,82.17
FAIL_000284,PAY_001835,CUST_0113,SUB_0113,324.58,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.4008,2.0,128.1,15.71
FAIL_001991,PAY_012701,CUST_0744,SUB_0744,200.0,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.4008,2.0,78.16,10.06
FAIL_000351,PAY_002307,CUST_0136,SUB_0136,671.28,LIMIT_EXCEEDED,low_engagement,WAIT_AND_RETRY,0.318,2.0,211.5,28.04
FAIL_002744,PAY_016877,CUST_0981,SUB_0981,622.68,NETWORK_ERROR,friction_prone,WAIT_AND_RETRY,0.5177,2.0,320.36,30.99
FAIL_002695,PAY_016595,CUST_0967,SUB_0967,10771.74,BANK_DECLINED,high_value_loyal,WAIT_AND_RETRY,0.4863,2.0,5235.93,516.97
FAIL_000987,PAY_006602,CUST_0398,SUB_0398,669.19,LIMIT_EXCEEDED,low_engagement,WAIT_AND_RETRY,0.3199,2.0,212.1,28.06
FAIL_000238,PAY_001591,CUST_0101,SUB_0101,247.97,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.4047,2.0,98.36,12.28
FAIL_000981,PAY_006545,CUST_0396,SUB_0396,5752.09,INSUFFICIENT_FUNDS,high_value_loyal,WAIT_AND_RETRY,0.5394,2.0,3100.57,277.84
FAIL_001260,PAY_008294,CUST_0485,SUB_0485,929.62,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.3686,2.0,340.66,41.57
FAIL_001487,PAY_009764,CUST_0578,SUB_0578,1586.51,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.3755,2.0,593.76,70.85
FAIL_000459,PAY_003001,CUST_0174,SUB_0174,623.9,CARD_EXPIRED,low_engagement,WAIT_AND_RETRY,0.3313,2.0,204.7,26.74
FAIL_000080,PAY_000353,CUST_0026,SUB_0026,15000.0,INSUFFICIENT_FUNDS,high_value_loyal,WAIT_AND_RETRY,0.5469,2.0,8201.61,722.1
FAIL_002002,PAY_012749,CUST_0746,SUB_0746,450.36,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.3701,2.0,164.69,20.69
FAIL_001328,PAY_008697,CUST_0511,SUB_0511,418.75,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.3958,2.0,163.72,19.87
FAIL_002454,PAY_015172,CUST_0890,SUB_0890,251.0,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.4811,2.0,118.76,13.0
FAIL_000003,PAY_000034,CUST_0004,SUB_0004,406.32,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.4848,2.0,194.97,20.45
FAIL_002173,PAY_013836,CUST_0808,SUB_0808,642.76,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.3942,2.0,251.41,29.92
FAIL_002210,PAY_014098,CUST_0824,SUB_0824,311.11,CARD_EXPIRED,low_engagement,WAIT_AND_RETRY,0.3273,2.0,99.83,13.75
FAIL_000662,PAY_004578,CUST_0268,SUB_0268,648.75,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.4863,2.0,313.49,32.08
FAIL_001532,PAY_010153,CUST_0599,SUB_0599,1262.66,AUTHENTICATION_FAILED,normal,WAIT_AND_RETRY,0.439,2.0,552.25,60.09
FAIL_002668,PAY_016491,CUST_0964,SUB_0964,1091.43,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.3772,2.0,409.69,49.16
FAIL_002773,PAY_017095,CUST_0995,SUB_0995,1739.2,LIMIT_EXCEEDED,friction_prone,WAIT_AND_RETRY,0.3456,2.0,599.05,74.44
FAIL_002495,PAY_015353,CUST_0902,SUB_0902,1011.26,CARD_EXPIRED,friction_prone,WAIT_AND_RETRY,0.3573,2.0,359.28,44.45
FAIL_002640,PAY_016232,CUST_0947,SUB_0947,773.95,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.4021,2.0,309.21,36.11
FAIL_002618,PAY_016090,CUST_0939,SUB_0939,368.13,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,0.3398,2.0,123.08,16.4
FAIL_001223,PAY_008125,CUST_0477,SUB_0477,580.5,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.3765,2.0,216.58,26.59
FAIL_002562,PAY_015685,CUST_0918,SUB_0918,595.63,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.3756,2.0,221.7,27.23
FAIL_000436,PAY_002868,CUST_0168,SUB_0168,1204.32,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.484,2.0,580.84,58.65
FAIL_002080,PAY_013265,CUST_0777,SUB_0777,772.21,LIMIT_EXCEEDED,reliable,WAIT_AND_RETRY,0.4321,2.0,331.68,36.96
FAIL_000732,PAY_005068,CUST_0303,SUB_0303,1311.68,NETWORK_ERROR,normal,WAIT_AND_RETRY,0.5762,2.0,753.79,63.49
FAIL_002051,PAY_013036,CUST_0763,SUB_0763,580.18,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.4036,2.0,232.18,27.36
FAIL_001079,PAY_007298,CUST_0435,SUB_0435,779.11,CARD_EXPIRED,low_engagement,WAIT_AND_RETRY,0.3322,2.0,256.84,33.19
FAIL_000014,PAY_000115,CUST_0011,SUB_0011,1603.39,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.4259,2.0,680.91,75.31
FAIL_001859,PAY_012036,CUST_0705,SUB_0705,937.29,AUTHENTICATION_FAILED,low_engagement,WAIT_AND_RETRY,0.3648,2.0,339.93,41.7
FAIL_000648,PAY_004358,CUST_0255,SUB_0255,893.84,NETWORK_ERROR,low_engagement,WAIT_AND_RETRY,0.4868,2.0,433.16,43.82
FAIL_001781,PAY_011724,CUST_0687,SUB_0687,345.77,LIMIT_EXCEEDED,normal,WAIT_AND_RETRY,0.3967,2.0,135.18,16.6
FAIL_001203,PAY_008059,CUST_0474,SUB_0474,468.79,NETWORK_ERROR,reliable,WAIT_AND_RETRY,0.6077,2.0,282.88,22.94
FAIL_002794,PAY_017200,CUST_1000,SUB_1000,307.85,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.4022,2.0,121.81,14.97
FAIL_002762,PAY_017023,CUST_0990,SUB_0990,1096.67,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.4857,2.0,530.7,53.52
FAIL_002626,PAY_016140,CUST_0942,SUB_0942,568.27,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.3788,2.0,213.26,26.12
FAIL_001093,PAY_007362,CUST_0437,SUB_0437,1516.92,CARD_EXPIRED,normal,WAIT_AND_RETRY,0.4142,2.0,626.29,70.61
FAIL_002200,PAY_014028,CUST_0819,SUB_0819,1986.45,BANK_DECLINED,reliable,WAIT_AND_RETRY,0.4641,2.0,919.87,95.33
FAIL_000470,PAY_003078,CUST_0180,SUB_0180,1171.97,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.4843,2.0,565.59,57.1
FAIL_000048,PAY_000262,CUST_0021,SUB_0021,7397.62,BANK_DECLINED,high_value_loyal,WAIT_AND_RETRY,0.4656,2.0,3442.38,352.54
FAIL_002267,PAY_014408,CUST_0843,SUB_0843,638.25,AUTHENTICATION_FAILED,low_engagement,WAIT_AND_RETRY,0.3607,2.0,228.24,28.56
FAIL_001030,PAY_006973,CUST_0419,SUB_0419,1157.68,INSUFFICIENT_FUNDS,reliable,WAIT_AND_RETRY,0.5237,2.0,604.33,56.77
FAIL_002168,PAY_013825,CUST_0807,SUB_0807,200.0,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.4036,2.0,78.72,10.09
FAIL_001918,PAY_012318,CUST_0720,SUB_0720,566.77,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.3783,2.0,212.42,26.04
FAIL_002441,PAY_015138,CUST_0888,SUB_0888,14993.1,INSUFFICIENT_FUNDS,high_value_loyal,WAIT_AND_RETRY,0.542,2.0,8123.67,722.35
FAIL_001564,PAY_010470,CUST_0617,SUB_0617,469.95,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.4782,2.0,222.72,23.45
FAIL_001577,PAY_010557,CUST_0625,SUB_0625,2210.87,NETWORK_ERROR,friction_prone,WAIT_AND_RETRY,0.5256,2.0,1160.11,107.51
FAIL_000261,PAY_001768,CUST_0110,SUB_0110,697.76,AUTHENTICATION_FAILED,normal,WAIT_AND_RETRY,0.4449,2.0,308.4,33.78
FAIL_002443,PAY_015144,CUST_0889,SUB_0889,1368.01,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.4356,2.0,593.92,64.87
FAIL_001730,PAY_011343,CUST_0666,SUB_0666,1090.5,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.4344,2.0,471.74,51.87
FAIL_000656,PAY_004480,CUST_0262,SUB_0262,1739.87,BANK_DECLINED,reliable,WAIT_AND_RETRY,0.466,2.0,808.85,83.7
FAIL_002571,PAY_015740,CUST_0921,SUB_0921,415.4,CARD_EXPIRED,friction_prone,WAIT_AND_RETRY,0.3634,2.0,148.94,19.0
FAIL_000627,PAY_004208,CUST_0248,SUB_0248,200.0,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.3982,2.0,77.64,10.04
FAIL_000450,PAY_002947,CUST_0171,SUB_0171,14917.0,NETWORK_ERROR,high_value_loyal,WAIT_AND_RETRY,0.6381,2.0,9516.41,681.33
FAIL_000193,PAY_001279,CUST_0083,SUB_0083,1152.82,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.4353,2.0,499.82,54.81
FAIL_000373,PAY_002470,CUST_0145,SUB_0145,1162.18,CARD_EXPIRED,low_engagement,WAIT_AND_RETRY,0.3348,2.0,387.14,49.23
FAIL_002022,PAY_012793,CUST_0748,SUB_0748,200.0,AUTHENTICATION_FAILED,low_engagement,WAIT_AND_RETRY,0.3528,2.0,68.55,9.54
FAIL_002088,PAY_013305,CUST_0778,SUB_0778,1859.33,NETWORK_ERROR,normal,WAIT_AND_RETRY,0.5777,2.0,1072.09,89.53
FAIL_000567,PAY_003794,CUST_0222,SUB_0222,1605.38,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.4328,2.0,692.85,75.8
FAIL_000899,PAY_006027,CUST_0366,SUB_0366,1420.91,BANK_DECLINED,normal,WAIT_AND_RETRY,0.4247,2.0,601.4,66.79
FAIL_001483,PAY_009732,CUST_0577,SUB_0577,576.58,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.4053,2.0,231.71,27.24
FAIL_001636,PAY_010822,CUST_0636,SUB_0636,666.71,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.4332,2.0,286.85,32.07
FAIL_002391,PAY_014950,CUST_0875,SUB_0875,1152.64,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.4355,2.0,499.94,54.81
FAIL_001755,PAY_011530,CUST_0679,SUB_0679,1699.94,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.4892,2.0,829.62,82.5
FAIL_002395,PAY_014955,CUST_0875,SUB_0875,1152.64,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.3774,2.0,432.97,51.87
FAIL_001077,PAY_007290,CUST_0434,SUB_0434,418.23,NETWORK_ERROR,normal,WAIT_AND_RETRY,0.5788,2.0,240.06,20.9
FAIL_002208,PAY_014093,CUST_0824,SUB_0824,311.11,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,0.3387,2.0,103.38,13.99
FAIL_002300,PAY_014497,CUST_0851,SUB_0851,741.13,BANK_DECLINED,normal,WAIT_AND_RETRY,0.4203,2.0,309.5,35.19
FAIL_001011,PAY_006805,CUST_0409,SUB_0409,432.26,CARD_EXPIRED,low_engagement,WAIT_AND_RETRY,0.3367,2.0,143.54,18.99
FAIL_002789,PAY_017176,CUST_1000,SUB_1000,307.85,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.4022,2.0,121.81,14.97
FAIL_001085,PAY_007331,CUST_0436,SUB_0436,829.5,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.3741,2.0,308.3,37.46
FAIL_000586,PAY_003964,CUST_0234,SUB_0234,992.15,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.4891,2.0,483.22,48.56
FAIL_001880,PAY_012113,CUST_0708,SUB_0708,1097.17,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.4882,2.0,533.62,53.58
FAIL_002634,PAY_016214,CUST_0947,SUB_0947,773.95,CARD_EXPIRED,low_engagement,WAIT_AND_RETRY,0.3342,2.0,256.64,33.08
FAIL_001621,PAY_010789,CUST_0635,SUB_0635,13569.88,BANK_DECLINED,high_value_loyal,WAIT_AND_RETRY,0.4858,2.0,6590.22,650.91
FAIL_002045,PAY_012938,CUST_0758,SUB_0758,372.35,NETWORK_ERROR,friction_prone,WAIT_AND_RETRY,0.5252,2.0,193.54,18.94
FAIL_002685,PAY_016528,CUST_0965,SUB_0965,817.6,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.4879,2.0,396.87,40.18
FAIL_000871,PAY_005919,CUST_0358,SUB_0358,533.16,BANK_DECLINED,normal,WAIT_AND_RETRY,0.4272,2.0,225.79,25.74
FAIL_001289,PAY_008443,CUST_0493,SUB_0493,489.64,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,0.3469,2.0,167.83,21.72
FAIL_002324,PAY_014605,CUST_0857,SUB_0857,436.65,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.3957,2.0,170.77,20.68
FAIL_000865,PAY_005882,CUST_0356,SUB_0356,8418.6,INSUFFICIENT_FUNDS,high_value_loyal,WAIT_AND_RETRY,0.5433,2.0,4571.5,405.96
FAIL_000272,PAY_001812,CUST_0112,SUB_0112,553.77,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.4335,2.0,238.04,26.81
FAIL_001097,PAY_007411,CUST_0439,SUB_0439,694.64,AUTHENTICATION_FAILED,low_engagement,WAIT_AND_RETRY,0.361,2.0,248.76,31.0
FAIL_001644,PAY_010880,CUST_0640,SUB_0640,1249.65,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.4349,2.0,541.45,59.31
FAIL_001293,PAY_008460,CUST_0493,SUB_0493,489.64,LIMIT_EXCEEDED,low_engagement,WAIT_AND_RETRY,0.3199,2.0,154.65,20.8
FAIL_000132,PAY_000794,CUST_0051,SUB_0051,706.77,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.4311,2.0,302.66,33.89
FAIL_000939,PAY_006332,CUST_0380,SUB_0380,2093.21,CARD_EXPIRED,friction_prone,WAIT_AND_RETRY,0.3681,2.0,768.48,92.29
FAIL_000230,PAY_001514,CUST_0098,SUB_0098,1282.95,LIMIT_EXCEEDED,friction_prone,WAIT_AND_RETRY,0.3512,2.0,448.58,55.64
FAIL_001329,PAY_008719,CUST_0512,SUB_0512,2720.0,CARD_EXPIRED,reliable,WAIT_AND_RETRY,0.4486,2.0,1218.31,129.09
FAIL_000900,PAY_006032,CUST_0366,SUB_0366,1420.91,BANK_DECLINED,normal,WAIT_AND_RETRY,0.4247,2.0,601.4,66.79
FAIL_002282,PAY_014438,CUST_0846,SUB_0846,518.72,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,0.3338,2.0,171.14,22.49
FAIL_002622,PAY_016132,CUST_0942,SUB_0942,568.27,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.3788,2.0,213.26,26.12
FAIL_001106,PAY_007450,CUST_0441,SUB_0441,791.33,CARD_EXPIRED,friction_prone,WAIT_AND_RETRY,0.3593,2.0,282.31,35.1
FAIL_001555,PAY_010362,CUST_0610,SUB_0610,11684.35,INSUFFICIENT_FUNDS,high_value_loyal,WAIT_AND_RETRY,0.545,2.0,6366.36,562.89
FAIL_001894,PAY_012179,CUST_0713,SUB_0713,200.0,NETWORK_ERROR,low_engagement,WAIT_AND_RETRY,0.4915,2.0,96.3,10.59
FAIL_000670,PAY_004676,CUST_0276,SUB_0276,382.33,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,0.342,2.0,128.76,17.05
FAIL_001003,PAY_006742,CUST_0406,SUB_0406,449.13,NETWORK_ERROR,low_engagement,WAIT_AND_RETRY,0.4909,2.0,218.46,22.54
FAIL_002188,PAY_013912,CUST_0812,SUB_0812,926.3,CARD_EXPIRED,low_engagement,WAIT_AND_RETRY,0.324,2.0,298.08,38.73
FAIL_000701,PAY_004795,CUST_0285,SUB_0285,472.43,NETWORK_ERROR,normal,WAIT_AND_RETRY,0.5731,2.0,268.75,23.54
FAIL_002601,PAY_015975,CUST_0932,SUB_0932,2080.35,BANK_DECLINED,normal,WAIT_AND_RETRY,0.4318,2.0,896.24,97.86
FAIL_002496,PAY_015360,CUST_0902,SUB_0902,1011.26,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.4269,2.0,429.67,47.9
FAIL_000293,PAY_001906,CUST_0117,SUB_0117,1714.93,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.3783,2.0,646.81,76.77
FAIL_002655,PAY_016362,CUST_0955,SUB_0955,319.2,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.4006,2.0,125.88,15.46
FAIL_001094,PAY_007383,CUST_0438,SUB_0438,1106.29,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.4901,2.0,540.19,54.05
FAIL_000859,PAY_005828,CUST_0353,SUB_0353,1421.41,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.49,2.0,694.51,69.16
FAIL_001456,PAY_009624,CUST_0572,SUB_0572,12441.81,LIMIT_EXCEEDED,high_value_loyal,WAIT_AND_RETRY,0.4493,2.0,5587.85,587.12
FAIL_001517,PAY_009979,CUST_0589,SUB_0589,998.51,BANK_DECLINED,normal,WAIT_AND_RETRY,0.4243,2.0,421.71,47.22
FAIL_000667,PAY_004608,CUST_0270,SUB_0270,462.89,NETWORK_ERROR,friction_prone,WAIT_AND_RETRY,0.5201,2.0,238.73,23.3
FAIL_001495,PAY_009821,CUST_0581,SUB_0581,369.27,LIMIT_EXCEEDED,friction_prone,WAIT_AND_RETRY,0.3441,2.0,125.05,16.56
FAIL_002604,PAY_016036,CUST_0935,SUB_0935,295.63,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.4023,2.0,116.95,14.41
FAIL_001858,PAY_012034,CUST_0705,SUB_0705,937.29,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.4032,2.0,375.87,43.57
FAIL_002761,PAY_017021,CUST_0990,SUB_0990,1096.67,BANK_DECLINED,normal,WAIT_AND_RETRY,0.426,2.0,465.17,51.83
FAIL_002755,PAY_017007,CUST_0989,SUB_0989,997.84,LIMIT_EXCEEDED,friction_prone,WAIT_AND_RETRY,0.3411,2.0,338.37,42.84
FAIL_000414,PAY_002686,CUST_0158,SUB_0158,2492.3,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.433,2.0,1077.25,117.14
FAIL_000954,PAY_006420,CUST_0386,SUB_0386,978.94,CARD_EXPIRED,normal,WAIT_AND_RETRY,0.4092,2.0,398.59,45.72
FAIL_000327,PAY_002191,CUST_0130,SUB_0130,785.26,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.4292,2.0,335.05,37.49
FAIL_001186,PAY_007944,CUST_0468,SUB_0468,1737.7,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.438,2.0,759.06,82.26
FAIL_000934,PAY_006277,CUST_0377,SUB_0377,929.32,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.4855,2.0,449.19,45.5
FAIL_002709,PAY_016695,CUST_0971,SUB_0971,401.23,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.3754,2.0,148.63,18.66
FAIL_000188,PAY_001187,CUST_0079,SUB_0079,2676.77,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.488,2.0,1304.34,129.28
FAIL_000285,PAY_001836,CUST_0113,SUB_0113,324.58,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,0.3445,2.0,109.82,14.68
FAIL_000788,PAY_005407,CUST_0325,SUB_0325,726.01,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.4008,2.0,288.96,33.89
FAIL_002365,PAY_014883,CUST_0872,SUB_0872,471.51,LIMIT_EXCEEDED,low_engagement,WAIT_AND_RETRY,0.3169,2.0,147.4,19.95
FAIL_001482,PAY_009722,CUST_0577,SUB_0577,576.58,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,0.3488,2.0,199.09,25.47
FAIL_002534,PAY_015570,CUST_0913,SUB_0913,1397.1,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,0.3459,2.0,481.25,60.02
FAIL_002575,PAY_015784,CUST_0923,SUB_0923,786.88,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.4007,2.0,313.26,36.65
FAIL_001201,PAY_008048,CUST_0473,SUB_0473,1039.13,CARD_EXPIRED,friction_prone,WAIT_AND_RETRY,0.3654,2.0,377.75,46.16
FAIL_002262,PAY_014394,CUST_0843,SUB_0843,638.25,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,0.3427,2.0,216.75,27.83
