subscription_id,customer_id,plan,monthly_amount,billing_interval,start_date,next_billing_date,status
SUB_0672,CUST_0672,pro,2240.02,monthly,2025-05-21,2026-09-13,active
SUB_0673,CUST_0673,pro,14863.79,monthly,2026-07-19,2026-09-17,active
SUB_0674,CUST_0674,growth,2648.96,monthly,2025-09-08,2026-09-03,active
SUB_0675,CUST_0675,pro,859.71,monthly,2024-06-10,2026-09-28,active
SUB_0676,CUST_0676,starter,208.63,monthly,2023-12-06,2026-09-21,active
SUB_0677,CUST_0677,starter,607.4,monthly,2026-03-21,2026-09-17,active
SUB_0678,CUST_0678,pro,9037.23,monthly,2026-05-28,2026-09-25,active
SUB_0679,CUST_0679,starter,1699.94,monthly,2024-01-12,2026-09-28,active
SUB_0680,CUST_0680,pro,1595.24,monthly,2024-08-02,2026-09-21,active
SUB_0681,CUST_0681,pro,4855.18,monthly,2025-09-29,2026-09-24,active
SUB_0682,CUST_0682,pro,15000,monthly,2024-06-15,2026-09-03,active
SUB_0683,CUST_0683,pro,3147.8,monthly,2025-03-10,2026-09-01,active
SUB_0684,CUST_0684,pro,2007.25,monthly,2024-04-19,2026-09-06,active
SUB_0685,CUST_0685,growth,548.13,monthly,2025-03-15,2026-09-06,active
SUB_0686,CUST_0686,growth,752.05,monthly,2025-06-24,2026-09-17,active
SUB_0687,CUST_0687,growth,345.77,monthly,2024-02-05,2026-09-22,active
SUB_0688,CUST_0688,growth,703.54,monthly,2025-05-02,2026-09-24,active
SUB_0689,CUST_0689,growth,1779.03,monthly,2024-01-02,2026-09-18,active
SUB_0690,CUST_0690,growth,1914.49,monthly,2025-12-03,2026-09-29,active
SUB_0691,CUST_0691,starter,1184.77,monthly,2025-10-11,2026-09-06,active
SUB_0692,CUST_0692,pro,8785.82,monthly,2026-02-03,2026-09-01,active
SUB_0693,CUST_0693,growth,1009.84,monthly,2025-06-09,2026-09-02,active
SUB_0694,CUST_0694,pro,1377.46,monthly,2025-01-24,2026-09-16,active
SUB_0695,CUST_0695,pro,11278.62,monthly,2026-04-03,2026-08-31,active
SUB_0696,CUST_0696,pro,15000,monthly,2025-12-19,2026-09-15,active
SUB_0697,CUST_0697,starter,671.72,monthly,2024-07-28,2026-09-16,active
SUB_0698,CUST_0698,pro,636.44,monthly,2025-06-29,2026-09-22,active
SUB_0699,CUST_0699,pro,5610.27,monthly,2024-08-25,2026-09-14,active
SUB_0700,CUST_0700,starter,2210.31,monthly,2024-08-30,2026-09-19,active
SUB_0701,CUST_0701,growth,1717.11,monthly,2026-07-26,2026-09-24,active
SUB_0702,CUST_0702,growth,618.03,monthly,2024-05-31,2026-09-18,active
SUB_0703,CUST_0703,starter,360.66,monthly,2024-02-14,2026-09-01,active
SUB_0704,CUST_0704,starter,685.76,monthly,2024-01-01,2026-09-17,active
SUB_0705,CUST_0705,growth,937.29,monthly,2024-03-27,2026-09-13,active
SUB_0706,CUST_0706,pro,12766.65,monthly,2025-07-01,2026-09-24,active
SUB_0707,CUST_0707,growth,933.74,monthly,2023-12-18,2026-09-03,active
SUB_0708,CUST_0708,growth,1097.17,monthly,2024-02-04,2026-09-21,active
SUB_0709,CUST_0709,growth,3217.1,monthly,2026-06-19,2026-09-17,active
SUB_0710,CUST_0710,starter,387.53,monthly,2025-10-30,2026-09-25,active
SUB_0711,CUST_0711,pro,6710.91,monthly,2025-11-27,2026-09-23,active
SUB_0712,CUST_0712,pro,1746.84,monthly,2024-04-27,2026-09-14,active
SUB_0713,CUST_0713,starter,200,monthly,2024-06-23,2026-09-11,active
SUB_0714,CUST_0714,starter,552.79,monthly,2025-11-24,2026-09-20,active
SUB_0715,CUST_0715,starter,805.01,monthly,2025-05-10,2026-09-02,active
SUB_0716,CUST_0716,pro,1897.02,monthly,2024-11-08,2026-09-29,active
SUB_0717,CUST_0717,growth,716.86,monthly,2026-07-14,2026-09-12,active
SUB_0718,CUST_0718,starter,799.44,monthly,2024-08-01,2026-09-20,active
SUB_0719,CUST_0719,starter,984.04,monthly,2025-04-14,2026-09-06,active
SUB_0720,CUST_0720,starter,566.77,monthly,2024-05-17,2026-09-04,active
SUB_0721,CUST_0721,pro,5728.49,monthly,2025-11-23,2026-09-19,active
SUB_0722,CUST_0722,starter,1554.01,monthly,2023-12-04,2026-09-19,active
SUB_0723,CUST_0723,growth,720.89,monthly,2024-12-09,2026-08-31,active
SUB_0724,CUST_0724,pro,999.55,monthly,2026-06-19,2026-09-17,active
SUB_0725,CUST_0725,starter,1331.22,monthly,2025-05-29,2026-09-21,active
SUB_0726,CUST_0726,pro,8570.6,monthly,2026-04-06,2026-09-03,active
SUB_0727,CUST_0727,pro,9497.23,monthly,2025-11-09,2026-09-05,active
SUB_0728,CUST_0728,starter,1036.92,monthly,2024-04-27,2026-09-14,active
SUB_0729,CUST_0729,pro,11458.05,monthly,2023-12-24,2026-09-09,active
SUB_0730,CUST_0730,starter,370.44,monthly,2026-06-09,2026-09-07,active
SUB_0731,CUST_0731,growth,1784.87,monthly,2024-03-20,2026-09-06,active
SUB_0732,CUST_0732,starter,1339.11,monthly,2024-08-25,2026-09-14,active
SUB_0733,CUST_0733,pro,2311.76,monthly,2025-10-15,2026-09-10,active
SUB_0734,CUST_0734,pro,6176.82,monthly,2024-09-28,2026-09-18,active
SUB_0735,CUST_0735,pro,8242.49,monthly,2026-04-27,2026-09-24,active
SUB_0736,CUST_0736,starter,573.26,monthly,2024-11-20,2026-09-11,active
SUB_0737,CUST_0737,starter,997.2,monthly,2023-12-26,2026-09-11,active
SUB_0738,CUST_0738,pro,15000,monthly,2025-11-29,2026-09-25,active
SUB_0739,CUST_0739,starter,325.73,monthly,2024-06-04,2026-09-22,active
SUB_0740,CUST_0740,starter,544.61,monthly,2025-09-18,2026-09-13,active
SUB_0741,CUST_0741,pro,2274.66,monthly,2026-04-06,2026-09-03,active
SUB_0742,CUST_0742,pro,13545.86,monthly,2025-02-23,2026-09-16,active
SUB_0743,CUST_0743,growth,1245.07,monthly,2026-01-14,2026-09-11,active
SUB_0744,CUST_0744,starter,200,monthly,2024-05-28,2026-09-15,active
SUB_0745,CUST_0745,growth,2286.0,monthly,2024-03-20,2026-09-06,active
SUB_0746,CUST_0746,starter,450.36,monthly,2025-06-10,2026-09-03,active
SUB_0747,CUST_0747,growth,795.67,monthly,2024-05-03,2026-09-20,active
SUB_0748,CUST_0748,starter,200,monthly,2026-04-13,2026-09-10,active
SUB_0749,CUST_0749,growth,505.43,monthly,2026-02-09,2026-09-07,active
SUB_0750,CUST_0750,growth,1696.9,monthly,2024-07-06,2026-09-24,active
SUB_0751,CUST_0751,starter,1054.67,monthly,2026-04-05,2026-09-02,active
SUB_0752,CUST_0752,starter,200,monthly,2026-03-31,2026-09-27,active
SUB_0753,CUST_0753,pro,2223.6,monthly,2024-08-30,2026-09-19,active
SUB_0754,CUST_0754,pro,6221.88,monthly,2025-03-18,2026-09-09,active
SUB_0755,CUST_0755,growth,1278.96,monthly,2025-04-22,2026-09-14,active
SUB_0756,CUST_0756,starter,1129.74,monthly,2026-04-10,2026-09-07,active
SUB_0757,CUST_0757,growth,1032.33,monthly,2024-05-04,2026-09-21,active
SUB_0758,CUST_0758,pro,372.35,monthly,2024-12-08,2026-09-29,active
SUB_0759,CUST_0759,growth,681.91,monthly,2025-04-09,2026-09-01,active
SUB_0760,CUST_0760,starter,444.48,monthly,2025-08-17,2026-09-11,active
SUB_0761,CUST_0761,pro,5726.73,monthly,2024-04-16,2026-09-03,active
SUB_0762,CUST_0762,growth,2463.56,monthly,2024-07-18,2026-09-06,active
SUB_0763,CUST_0763,starter,580.18,monthly,2024-01-23,2026-09-09,active
SUB_0764,CUST_0764,growth,880.92,monthly,2024-08-01,2026-09-20,active
SUB_0765,CUST_0765,growth,11739.79,monthly,2026-05-19,2026-09-16,active
SUB_0766,CUST_0766,pro,1882.53,monthly,2025-04-16,2026-09-08,active
SUB_0767,CUST_0767,starter,1753.9,monthly,2025-05-08,2026-08-31,active
SUB_0768,CUST_0768,growth,1718.0,monthly,2024-11-24,2026-09-15,active
SUB_0769,CUST_0769,growth,1716.97,monthly,2025-02-04,2026-09-27,active
SUB_0770,CUST_0770,starter,601.44,monthly,2025-04-16,2026-09-08,active
SUB_0771,CUST_0771,growth,1453.3,monthly,2025-11-06,2026-09-02,active
SUB_0772,CUST_0772,growth,992.92,monthly,2024-10-06,2026-09-26,active
SUB_0773,CUST_0773,starter,1265.53,monthly,2024-04-11,2026-09-28,active
SUB_0774,CUST_0774,starter,281.45,monthly,2024-08-16,2026-09-05,active
SUB_0775,CUST_0775,pro,1462.68,monthly,2026-04-30,2026-09-27,active
SUB_0776,CUST_0776,growth,803.01,monthly,2026-06-12,2026-09-10,active
SUB_0777,CUST_0777,starter,772.21,monthly,2024-10-23,2026-09-13,active
SUB_0778,CUST_0778,growth,1859.33,monthly,2024-04-12,2026-09-29,active
SUB_0779,CUST_0779,starter,223.4,monthly,2025-10-11,2026-09-06,active
SUB_0780,CUST_0780,growth,2075.84,monthly,2024-11-17,2026-09-08,active
SUB_0781,CUST_0781,starter,1082.52,monthly,2025-02-15,2026-09-08,active
SUB_0782,CUST_0782,pro,3075.04,monthly,2026-02-02,2026-08-31,active
SUB_0783,CUST_0783,starter,819.14,monthly,2026-04-11,2026-09-08,active
SUB_0784,CUST_0784,pro,2351.87,monthly,2024-11-02,2026-09-23,active
SUB_0785,CUST_0785,pro,1990.77,monthly,2025-04-25,2026-09-17,active
SUB_0786,CUST_0786,starter,313.47,monthly,2023-12-09,2026-09-24,active
SUB_0787,CUST_0787,growth,1715.08,monthly,2024-05-28,2026-09-15,active
SUB_0788,CUST_0788,pro,1672.99,monthly,2024-03-27,2026-09-13,active
SUB_0789,CUST_0789,pro,694.22,monthly,2024-04-26,2026-09-13,active
SUB_0790,CUST_0790,growth,1752.81,monthly,2024-09-15,2026-09-05,active
SUB_0791,CUST_0791,starter,368.47,monthly,2025-10-28,2026-09-23,active
SUB_0792,CUST_0792,growth,1046.53,monthly,2026-03-13,2026-09-09,active
SUB_0793,CUST_0793,growth,11116.12,monthly,2023-12-30,2026-09-15,active
SUB_0794,CUST_0794,pro,13890.45,monthly,2025-11-30,2026-09-26,active
SUB_0795,CUST_0795,starter,408.24,monthly,2025-10-01,2026-09-26,active
SUB_0796,CUST_0796,pro,4303.73,monthly,2025-12-01,2026-09-27,active
SUB_0797,CUST_0797,starter,802.81,monthly,2024-01-06,2026-09-22,active
SUB_0798,CUST_0798,starter,712.38,monthly,2025-01-20,2026-09-12,active
SUB_0799,CUST_0799,starter,1078.38,monthly,2025-08-30,2026-09-24,active
SUB_0800,CUST_0800,pro,1826.29,monthly,2026-05-18,2026-09-15,active
SUB_0801,CUST_0801,starter,708.99,monthly,2026-06-21,2026-09-19,active
SUB_0802,CUST_0802,starter,200,monthly,2025-12-03,2026-09-29,active
SUB_0803,CUST_0803,growth,414.82,monthly,2024-08-22,2026-09-11,active
SUB_0804,CUST_0804,growth,1094.39,monthly,2024-01-27,2026-09-13,active
SUB_0805,CUST_0805,starter,884.78,monthly,2024-09-01,2026-09-21,active
SUB_0806,CUST_0806,starter,778.26,monthly,2025-10-03,2026-09-28,active
SUB_0807,CUST_0807,starter,200,monthly,2023-12-18,2026-09-03,active
SUB_0808,CUST_0808,starter,642.76,monthly,2025-09-06,2026-09-01,active
SUB_0809,CUST_0809,pro,1243.67,monthly,2024-01-08,2026-09-24,active
SUB_0810,CUST_0810,growth,1736.57,monthly,2024-06-03,2026-09-21,active
SUB_0811,CUST_0811,starter,417.48,monthly,2025-06-01,2026-09-24,active
SUB_0812,CUST_0812,starter,926.3,monthly,2025-10-10,2026-09-05,active
SUB_0813,CUST_0813,growth,1808.34,monthly,2026-06-18,2026-09-16,active
SUB_0814,CUST_0814,growth,1173.58,monthly,2024-10-07,2026-09-27,active
SUB_0815,CUST_0815,pro,14666.4,monthly,2026-03-06,2026-09-02,active
SUB_0816,CUST_0816,pro,9124.45,monthly,2024-07-25,2026-09-13,active
SUB_0817,CUST_0817,pro,1248.51,monthly,2024-02-06,2026-09-23,active
SUB_0818,CUST_0818,growth,7060.68,monthly,2026-06-07,2026-09-05,active
SUB_0819,CUST_0819,growth,1986.45,monthly,2024-10-09,2026-09-29,active
SUB_0820,CUST_0820,starter,259.64,monthly,2025-01-11,2026-09-03,active
SUB_0821,CUST_0821,starter,235.88,monthly,2025-08-25,2026-09-19,active
SUB_0822,CUST_0822,pro,10906.5,monthly,2026-05-21,2026-09-18,active
SUB_0823,CUST_0823,pro,10550.69,monthly,2024-06-14,2026-09-02,active
SUB_0824,CUST_0824,starter,311.11,monthly,2025-02-28,2026-09-21,active
SUB_0825,CUST_0825,growth,8971.98,monthly,2024-10-09,2026-09-29,active
SUB_0826,CUST_0826,growth,355.24,monthly,2026-06-03,2026-09-01,active
SUB_0827,CUST_0827,starter,768.09,monthly,2025-06-01,2026-09-24,active
SUB_0828,CUST_0828,starter,1045.2,monthly,2026-06-07,2026-09-05,active
SUB_0829,CUST_0829,pro,1436.51,monthly,2026-04-04,2026-09-01,active
SUB_0830,CUST_0830,starter,636.05,monthly,2024-07-23,2026-09-11,active
SUB_0831,CUST_0831,growth,5317.8,monthly,2024-10-29,2026-09-19,active
SUB_0832,CUST_0832,pro,2452.06,monthly,2024-05-25,2026-09-12,active
SUB_0833,CUST_0833,starter,405.68,monthly,2026-05-30,2026-09-27,active
SUB_0834,CUST_0834,starter,264.25,monthly,2026-07-09,2026-09-07,active
SUB_0835,CUST_0835,growth,846.73,monthly,2024-03-03,2026-09-19,active
SUB_0836,CUST_0836,pro,468.26,monthly,2025-03-27,2026-09-18,active
SUB_0837,CUST_0837,growth,4189.2,monthly,2026-02-16,2026-09-14,active
SUB_0838,CUST_0838,growth,367.08,monthly,2024-12-02,2026-09-23,active
SUB_0839,CUST_0839,starter,1630.84,monthly,2024-12-30,2026-09-21,active
SUB_0840,CUST_0840,pro,12654.43,monthly,2024-04-10,2026-09-27,active
SUB_0841,CUST_0841,pro,609.78,monthly,2024-12-21,2026-09-12,active
SUB_0842,CUST_0842,pro,5745.9,monthly,2025-07-05,2026-09-28,active
SUB_0843,CUST_0843,starter,638.25,monthly,2024-09-14,2026-09-04,active
SUB_0844,CUST_0844,pro,471.41,monthly,2026-04-25,2026-09-22,active
SUB_0845,CUST_0845,growth,1868.13,monthly,2025-07-18,2026-09-11,active
SUB_0846,CUST_0846,starter,518.72,monthly,2025-10-08,2026-09-03,active
SUB_0847,CUST_0847,pro,2483.09,monthly,2025-02-12,2026-09-05,active
SUB_0848,CUST_0848,pro,9033.52,monthly,2026-04-29,2026-09-26,active
SUB_0849,CUST_0849,growth,951.12,monthly,2025-10-28,2026-09-23,active
SUB_0850,CUST_0850,pro,2224.07,monthly,2025-10-31,2026-09-26,active
SUB_0851,CUST_0851,starter,741.13,monthly,2025-03-19,2026-09-10,active
SUB_0852,CUST_0852,growth,730.17,monthly,2025-07-11,2026-09-04,active
SUB_0853,CUST_0853,starter,256.05,monthly,2024-06-13,2026-09-01,active
SUB_0854,CUST_0854,starter,272.78,monthly,2024-01-26,2026-09-12,active
SUB_0855,CUST_0855,growth,904.36,monthly,2025-10-24,2026-09-19,active
SUB_0856,CUST_0856,growth,598.61,monthly,2025-01-26,2026-09-18,active
SUB_0857,CUST_0857,starter,436.65,monthly,2025-05-25,2026-09-17,active
SUB_0858,CUST_0858,pro,3277.64,monthly,2026-04-09,2026-09-06,active
SUB_0859,CUST_0859,starter,1089.74,monthly,2025-11-21,2026-09-17,active
SUB_0860,CUST_0860,starter,399.54,monthly,2024-04-26,2026-09-13,active
SUB_0861,CUST_0861,pro,10326.66,monthly,2025-11-05,2026-09-01,active
SUB_0862,CUST_0862,growth,1374.15,monthly,2024-06-05,2026-09-23,active
SUB_0863,CUST_0863,pro,9301.15,monthly,2024-02-10,2026-09-27,active
SUB_0864,CUST_0864,growth,9370.08,monthly,2023-12-21,2026-09-06,active
SUB_0865,CUST_0865,pro,1983.69,monthly,2025-03-03,2026-09-24,active
SUB_0866,CUST_0866,pro,1434.91,monthly,2024-06-03,2026-09-21,active
SUB_0867,CUST_0867,growth,2055.45,monthly,2024-04-06,2026-09-23,active
SUB_0868,CUST_0868,starter,848.64,monthly,2025-11-06,2026-09-02,active
SUB_0869,CUST_0869,growth,2096.37,monthly,2026-07-16,2026-09-14,active
SUB_0870,CUST_0870,growth,1325.33,monthly,2024-10-10,2026-08-31,active
SUB_0871,CUST_0871,pro,1008.61,monthly,2025-11-14,2026-09-10,active
SUB_0872,CUST_0872,growth,471.51,monthly,2024-10-05,2026-09-25,active
SUB_0873,CUST_0873,pro,560.51,monthly,2026-02-02,2026-08-31,active
SUB_0874,CUST_0874,growth,763.19,monthly,2024-03-22,2026-09-08,active
SUB_0875,CUST_0875,pro,1152.64,monthly,2024-03-31,2026-09-17,active
SUB_0876,CUST_0876,starter,1111.89,monthly,2026-07-30,2026-09-28,active
SUB_0877,CUST_0877,pro,1893.79,monthly,2026-04-20,2026-09-17,active
SUB_0878,CUST_0878,growth,9603.23,monthly,2026-06-19,2026-09-17,active
SUB_0879,CUST_0879,growth,289.72,monthly,2024-06-13,2026-09-01,active
SUB_0880,CUST_0880,growth,963.61,monthly,2025-04-22,2026-09-14,active
SUB_0881,CUST_0881,starter,827.1,monthly,2024-06-12,2026-08-31,active
SUB_0882,CUST_0882,pro,3100.62,monthly,2026-03-09,2026-09-05,active
SUB_0883,CUST_0883,growth,1083.08,monthly,2024-07-23,2026-09-11,active
SUB_0884,CUST_0884,growth,2190.71,monthly,2025-12-27,2026-09-23,active
SUB_0885,CUST_0885,starter,896.42,monthly,2026-07-26,2026-09-24,active
SUB_0886,CUST_0886,starter,938.96,monthly,2024-10-02,2026-09-22,active
SUB_0887,CUST_0887,growth,8464.41,monthly,2024-02-05,2026-09-22,active
SUB_0888,CUST_0888,pro,14993.1,monthly,2025-06-03,2026-09-26,active
SUB_0889,CUST_0889,pro,1368.01,monthly,2024-04-22,2026-09-09,active
SUB_0890,CUST_0890,starter,251.0,monthly,2024-12-06,2026-09-27,active
SUB_0891,CUST_0891,pro,13553.62,monthly,2025-07-28,2026-09-21,active
SUB_0892,CUST_0892,growth,429.37,monthly,2024-07-13,2026-09-01,active
SUB_0893,CUST_0893,pro,2414.17,monthly,2026-07-31,2026-09-29,active
SUB_0894,CUST_0894,pro,1406.99,monthly,2026-01-26,2026-09-23,active
SUB_0895,CUST_0895,pro,1907.66,monthly,2026-05-12,2026-09-09,active
SUB_0896,CUST_0896,pro,397.37,monthly,2024-05-05,2026-09-22,active
SUB_0897,CUST_0897,growth,994.96,monthly,2024-08-24,2026-09-13,active
SUB_0898,CUST_0898,pro,607.78,monthly,2026-06-15,2026-09-13,active
SUB_0899,CUST_0899,pro,14308.8,monthly,2025-03-20,2026-09-11,active
SUB_0900,CUST_0900,starter,600.87,monthly,2024-09-21,2026-09-11,active
SUB_0901,CUST_0901,growth,1460.37,monthly,2024-12-12,2026-09-03,active
SUB_0902,CUST_0902,growth,1011.26,monthly,2025-11-25,2026-09-21,active
SUB_0903,CUST_0903,pro,5512.84,monthly,2025-08-23,2026-09-17,active
SUB_0904,CUST_0904,pro,3422.48,monthly,2024-03-20,2026-09-06,active
SUB_0905,CUST_0905,growth,2661.58,monthly,2025-02-12,2026-09-05,active
SUB_0906,CUST_0906,starter,368.38,monthly,2025-02-17,2026-09-10,active
SUB_0907,CUST_0907,pro,2813.02,monthly,2024-09-26,2026-09-16,active
SUB_0908,CUST_0908,starter,210.14,monthly,2024-12-17,2026-09-08,active
SUB_0909,CUST_0909,growth,373.62,monthly,2025-03-03,2026-09-24,active
SUB_0910,CUST_0910,starter,293.13,monthly,2024-11-26,2026-09-17,active
SUB_0911,CUST_0911,growth,2077.0,monthly,2023-12-13,2026-09-28,active
SUB_0912,CUST_0912,growth,1241.22,monthly,2025-07-11,2026-09-04,active
SUB_0913,CUST_0913,growth,1397.1,monthly,2024-08-18,2026-09-07,active
SUB_0914,CUST_0914,growth,1851.67,monthly,2024-07-24,2026-09-12,active
SUB_0915,CUST_0915,pro,1705.4,monthly,2025-03-07,2026-09-28,active
SUB_0916,CUST_0916,pro,9014.74,monthly,2024-04-26,2026-09-13,active
SUB_0917,CUST_0917,starter,881.56,monthly,2026-04-01,2026-09-28,active
SUB_0918,CUST_0918,growth,595.63,monthly,2024-10-03,2026-09-23,active
SUB_0919,CUST_0919,starter,1309.45,monthly,2023-12-20,2026-09-05,active
SUB_0920,CUST_0920,pro,10697.87,monthly,2025-06-17,2026-09-10,active
SUB_0921,CUST_0921,starter,415.4,monthly,2024-10-05,2026-09-25,active
SUB_0922,CUST_0922,starter,374.63,monthly,2026-01-09,2026-09-06,active
SUB_0923,CUST_0923,starter,786.88,monthly,2024-10-09,2026-09-29,active
SUB_0924,CUST_0924,pro,2313.87,monthly,2024-05-22,2026-09-09,active
SUB_0925,CUST_0925,starter,200,monthly,2024-10-22,2026-09-12,active
SUB_0926,CUST_0926,starter,706.67,monthly,2024-06-19,2026-09-07,active
SUB_0927,CUST_0927,growth,837.28,monthly,2026-06-05,2026-09-03,active
SUB_0928,CUST_0928,growth,1406.33,monthly,2026-04-15,2026-09-12,active
SUB_0929,CUST_0929,growth,329.53,monthly,2024-06-01,2026-09-19,active
SUB_0930,CUST_0930,starter,556.37,monthly,2024-06-07,2026-09-25,active
SUB_0931,CUST_0931,growth,729.59,monthly,2024-06-22,2026-09-10,active
SUB_0932,CUST_0932,pro,2080.35,monthly,2023-12-11,2026-09-26,active
SUB_0933,CUST_0933,pro,5607.68,monthly,2025-03-10,2026-09-01,active
SUB_0934,CUST_0934,starter,577.3,monthly,2024-07-05,2026-09-23,active
SUB_0935,CUST_0935,starter,295.63,monthly,2024-03-13,2026-09-29,active
SUB_0936,CUST_0936,growth,1394.56,monthly,2025-02-08,2026-09-01,active
SUB_0937,CUST_0937,growth,3187.45,monthly,2026-07-23,2026-09-21,active
SUB_0938,CUST_0938,pro,7034.91,monthly,2026-03-21,2026-09-17,active
SUB_0939,CUST_0939,starter,368.13,monthly,2025-08-09,2026-09-03,active
SUB_0940,CUST_0940,growth,4405.7,monthly,2023-12-23,2026-09-08,active
SUB_0941,CUST_0941,pro,1872.97,monthly,2026-05-18,2026-09-15,active
SUB_0942,CUST_0942,growth,568.27,monthly,2024-02-01,2026-09-18,active
SUB_0943,CUST_0943,starter,1027.39,monthly,2024-10-07,2026-09-27,active
SUB_0944,CUST_0944,pro,1253.06,monthly,2026-03-17,2026-09-13,active
SUB_0945,CUST_0945,pro,12700.91,monthly,2024-12-21,2026-09-12,active
SUB_0946,CUST_0946,growth,3735.78,monthly,2026-02-04,2026-09-02,active
SUB_0947,CUST_0947,growth,773.95,monthly,2024-06-03,2026-09-21,active
SUB_0948,CUST_0948,pro,15000,monthly,2024-07-14,2026-09-02,active
SUB_0949,CUST_0949,starter,974.33,monthly,2024-05-22,2026-09-09,active
SUB_0950,CUST_0950,growth,999.49,monthly,2025-04-22,2026-09-14,active
SUB_0951,CUST_0951,starter,450.46,monthly,2026-02-02,2026-08-31,active
SUB_0952,CUST_0952,pro,3430.22,monthly,2025-07-27,2026-09-20,active
SUB_0953,CUST_0953,growth,1520.0,monthly,2026-01-05,2026-09-02,active
SUB_0954,CUST_0954,growth,1306.76,monthly,2024-12-14,2026-09-05,active
SUB_0955,CUST_0955,starter,319.2,monthly,2024-07-03,2026-09-21,active
SUB_0956,CUST_0956,growth,663.09,monthly,2024-06-16,2026-09-04,active
SUB_0957,CUST_0957,pro,823.18,monthly,2026-05-27,2026-09-24,active
SUB_0958,CUST_0958,pro,1863.63,monthly,2024-05-22,2026-09-09,active
SUB_0959,CUST_0959,growth,1165.14,monthly,2025-03-27,2026-09-18,active
SUB_0960,CUST_0960,starter,1460.77,monthly,2026-01-29,2026-09-26,active
SUB_0961,CUST_0961,pro,3401.46,monthly,2025-10-16,2026-09-11,active
SUB_0962,CUST_0962,growth,376.93,monthly,2024-11-14,2026-09-05,active
SUB_0963,CUST_0963,pro,928.27,monthly,2026-07-28,2026-09-26,active
SUB_0964,CUST_0964,pro,1091.43,monthly,2024-04-23,2026-09-10,active
SUB_0965,CUST_0965,starter,817.6,monthly,2024-04-18,2026-09-05,active
SUB_0966,CUST_0966,starter,231.48,monthly,2024-07-16,2026-09-04,active
SUB_0967,CUST_0967,pro,10771.74,monthly,2024-01-03,2026-09-19,active
SUB_0968,CUST_0968,pro,4979.97,monthly,2024-06-09,2026-09-27,active
SUB_0969,CUST_0969,growth,956.83,monthly,2024-03-16,2026-09-02,active
SUB_0970,CUST_0970,growth,827.8,monthly,2024-01-20,2026-09-06,active
SUB_0971,CUST_0971,starter,401.23,monthly,2024-07-24,2026-09-12,active
SUB_0972,CUST_0972,pro,10043.11,monthly,2024-02-13,2026-08-31,active
SUB_0973,CUST_0973,pro,12790.64,monthly,2024-06-05,2026-09-23,active
SUB_0974,CUST_0974,starter,285.57,monthly,2025-12-20,2026-09-16,active
SUB_0975,CUST_0975,pro,2477.71,monthly,2023-12-23,2026-09-08,active
SUB_0976,CUST_0976,starter,477.34,monthly,2026-04-28,2026-09-25,active
SUB_0977,CUST_0977,pro,1338.23,monthly,2025-07-31,2026-09-24,active
SUB_0978,CUST_0978,pro,445.63,monthly,2024-03-16,2026-09-02,active
SUB_0979,CUST_0979,growth,1219.18,monthly,2026-01-27,2026-09-24,active
SUB_0980,CUST_0980,starter,868.3,monthly,2026-04-19,2026-09-16,active
SUB_0981,CUST_0981,growth,622.68,monthly,2025-10-19,2026-09-14,active
SUB_0982,CUST_0982,pro,7991.56,monthly,2026-03-14,2026-09-10,active
SUB_0983,CUST_0983,growth,3081.37,monthly,2024-11-14,2026-09-05,active
SUB_0984,CUST_0984,starter,634.7,monthly,2025-09-30,2026-09-25,active
SUB_0985,CUST_0985,starter,649.85,monthly,2025-08-09,2026-09-03,active
SUB_0986,CUST_0986,pro,3677.54,monthly,2024-04-13,2026-08-31,active
SUB_0987,CUST_0987,starter,1375.78,monthly,2024-05-29,2026-09-16,active
SUB_0988,CUST_0988,starter,747.97,monthly,2025-01-26,2026-09-18,active
SUB_0989,CUST_0989,growth,997.84,monthly,2025-08-08,2026-09-02,active
SUB_0990,CUST_0990,starter,1096.67,monthly,2024-07-30,2026-09-18,active
SUB_0991,CUST_0991,growth,885.95,monthly,2025-04-26,2026-09-18,active
SUB_0992,CUST_0992,growth,10292.68,monthly,2025-03-21,2026-09-12,active
SUB_0993,CUST_0993,pro,6771.64,monthly,2025-09-03,2026-09-28,active
SUB_0994,CUST_0994,growth,10515.51,monthly,2025-12-24,2026-09-20,active
SUB_0995,CUST_0995,growth,1739.2,monthly,2025-04-23,2026-09-15,active
SUB_0996,CUST_0996,pro,1301.64,monthly,2026-02-04,2026-09-02,active
SUB_0997,CUST_0997,starter,885.93,monthly,2026-04-08,2026-09-05,active
SUB_0998,CUST_0998,pro,1639.15,monthly,2024-03-17,2026-09-03,active
SUB_0999,CUST_0999,starter,2023.2,monthly,2024-04-03,2026-09-20,active
SUB_1000,CUST_1000,starter,307.85,monthly,2024-03-25,2026-09-11,active
