customer_id,account_age_days,successful_payments,failed_payments,total_payments,payment_success_rate,monthly_subscription_value,historical_recovery_rate,engagement_score,behavior_profile
CUST_0779,323,8,2,10,0.8,361,0.3,0.25,low_engagement
CUST_0780,651,18,3,21,0.8571,1823,0.6,0.6,normal
CUST_0781,561,17,1,18,0.9444,1371,0.8,0.85,reliable
CUST_0782,209,6,0,6,1.0,2286,0.8,0.85,reliable
CUST_0783,141,3,1,4,0.75,1124,0.3,0.25,low_engagement
CUST_0784,666,20,2,22,0.9091,1666,0.6,0.6,normal
CUST_0785,492,11,5,16,0.6875,1373,0.35,0.45,friction_prone
CUST_0786,995,26,7,33,0.7879,501,0.3,0.25,low_engagement
CUST_0787,824,20,7,27,0.7407,1850,0.6,0.6,normal
CUST_0788,886,28,1,29,0.9655,1096,0.8,0.85,reliable
CUST_0789,856,24,4,28,0.8571,453,0.6,0.6,normal
CUST_0790,714,23,0,23,1.0,1403,0.8,0.85,reliable
CUST_0791,306,8,2,10,0.8,466,0.35,0.45,friction_prone
CUST_0792,170,4,1,5,0.8,1045,0.3,0.25,low_engagement
CUST_0793,974,29,3,32,0.9062,9146,0.82,0.9,high_value_loyal
CUST_0794,273,7,2,9,0.7778,8471,0.82,0.9,high_value_loyal
CUST_0795,333,9,2,11,0.8182,491,0.3,0.25,low_engagement
CUST_0796,272,9,0,9,1.0,2602,0.8,0.85,reliable
CUST_0797,967,29,3,32,0.9062,1309,0.6,0.6,normal
CUST_0798,587,15,4,19,0.7895,844,0.3,0.25,low_engagement
CUST_0799,365,9,3,12,0.75,1270,0.35,0.45,friction_prone
CUST_0800,104,2,1,3,0.6667,1235,0.6,0.6,normal
CUST_0801,70,2,0,2,1.0,898,0.3,0.25,low_engagement
CUST_0802,270,8,1,9,0.8889,269,0.35,0.45,friction_prone
CUST_0803,738,20,4,24,0.8333,383,0.3,0.25,low_engagement
CUST_0804,946,27,4,31,0.871,1116,0.6,0.6,normal
CUST_0805,728,21,3,24,0.875,1022,0.6,0.6,normal
CUST_0806,331,6,5,11,0.5455,1123,0.3,0.25,low_engagement
CUST_0807,986,23,9,32,0.7188,216,0.3,0.25,low_engagement
CUST_0808,358,8,3,11,0.7273,1052,0.3,0.25,low_engagement
CUST_0809,965,31,1,32,0.9688,946,0.8,0.85,reliable
CUST_0810,818,20,7,27,0.7407,1395,0.35,0.45,friction_prone
CUST_0811,455,12,3,15,0.8,524,0.3,0.25,low_engagement
CUST_0812,324,5,5,10,0.5,1103,0.3,0.25,low_engagement
CUST_0813,73,2,0,2,1.0,1440,0.8,0.85,reliable
CUST_0814,692,20,3,23,0.8696,933,0.3,0.25,low_engagement
CUST_0815,177,4,1,5,0.8,8220,0.82,0.9,high_value_loyal
CUST_0816,766,23,2,25,0.92,6089,0.82,0.9,high_value_loyal
CUST_0817,936,31,0,31,1.0,918,0.8,0.85,reliable
CUST_0818,84,2,0,2,1.0,6600,0.82,0.9,high_value_loyal
CUST_0819,690,20,3,23,0.8696,1741,0.8,0.85,reliable
CUST_0820,596,17,2,19,0.8947,340,0.6,0.6,normal
CUST_0821,370,9,3,12,0.75,378,0.3,0.25,low_engagement
CUST_0822,101,3,0,3,1.0,7881,0.82,0.9,high_value_loyal
CUST_0823,807,25,1,26,0.9615,7248,0.82,0.9,high_value_loyal
CUST_0824,548,10,8,18,0.5556,441,0.3,0.25,low_engagement
CUST_0825,690,21,2,23,0.913,7189,0.82,0.9,high_value_loyal
CUST_0826,88,2,0,2,1.0,310,0.6,0.6,normal
CUST_0827,455,11,4,15,0.7333,970,0.3,0.25,low_engagement
CUST_0828,84,2,0,2,1.0,1679,0.6,0.6,normal
CUST_0829,148,4,0,4,1.0,995,0.8,0.85,reliable
CUST_0830,768,23,2,25,0.92,771,0.3,0.25,low_engagement
CUST_0831,670,20,2,22,0.9091,5828,0.82,0.9,high_value_loyal
CUST_0832,827,21,6,27,0.7778,1526,0.6,0.6,normal
CUST_0833,92,3,0,3,1.0,636,0.3,0.25,low_engagement
CUST_0834,52,1,0,1,1.0,333,0.3,0.25,low_engagement
CUST_0835,910,24,6,30,0.8,804,0.6,0.6,normal
CUST_0836,521,12,5,17,0.7059,384,0.35,0.45,friction_prone
CUST_0837,195,6,0,6,1.0,3879,0.82,0.9,high_value_loyal
CUST_0838,636,19,2,21,0.9048,350,0.6,0.6,normal
CUST_0839,608,19,1,20,0.95,2112,0.8,0.85,reliable
CUST_0840,872,28,1,29,0.9655,8795,0.82,0.9,high_value_loyal
CUST_0841,617,13,7,20,0.65,446,0.35,0.45,friction_prone
CUST_0842,421,12,2,14,0.8571,4727,0.82,0.9,high_value_loyal
CUST_0843,715,15,8,23,0.6522,845,0.3,0.25,low_engagement
CUST_0844,127,1,3,4,0.25,371,0.35,0.45,friction_prone
CUST_0845,408,10,3,13,0.7692,1581,0.6,0.6,normal
CUST_0846,326,4,6,10,0.4,662,0.3,0.25,low_engagement
CUST_0847,564,14,4,18,0.7778,1419,0.35,0.45,friction_prone
CUST_0848,123,3,1,4,0.75,7093,0.82,0.9,high_value_loyal
CUST_0849,306,6,4,10,0.6,880,0.3,0.25,low_engagement
CUST_0850,303,10,0,10,1.0,1516,0.8,0.85,reliable
CUST_0851,529,12,5,17,0.7059,879,0.6,0.6,normal
CUST_0852,415,12,1,13,0.9231,564,0.3,0.25,low_engagement
CUST_0853,808,20,6,26,0.7692,315,0.3,0.25,low_engagement
CUST_0854,947,24,7,31,0.7742,397,0.3,0.25,low_engagement
CUST_0855,310,6,4,10,0.6,729,0.35,0.45,friction_prone
CUST_0856,581,16,3,19,0.8421,471,0.3,0.25,low_engagement
CUST_0857,462,11,4,15,0.7333,521,0.3,0.25,low_engagement
CUST_0858,143,4,0,4,1.0,2456,0.8,0.85,reliable
CUST_0859,282,8,1,9,0.8889,1301,0.35,0.45,friction_prone
CUST_0860,856,21,7,28,0.75,534,0.3,0.25,low_engagement
CUST_0861,298,8,1,9,0.8889,6691,0.82,0.9,high_value_loyal
CUST_0862,816,19,8,27,0.7037,1125,0.35,0.45,friction_prone
CUST_0863,932,28,3,31,0.9032,5935,0.82,0.9,high_value_loyal
CUST_0864,983,30,2,32,0.9375,9153,0.82,0.9,high_value_loyal
CUST_0865,545,14,4,18,0.7778,1216,0.6,0.6,normal
CUST_0866,818,17,10,27,0.6296,992,0.35,0.45,friction_prone
CUST_0867,876,25,4,29,0.8621,1672,0.6,0.6,normal
CUST_0868,297,7,2,9,0.7778,1331,0.35,0.45,friction_prone
CUST_0869,45,1,0,1,1.0,1812,0.8,0.85,reliable
CUST_0870,689,19,3,22,0.8636,1220,0.6,0.6,normal
CUST_0871,289,9,0,9,1.0,717,0.6,0.6,normal
CUST_0872,694,18,5,23,0.7826,389,0.3,0.25,low_engagement
CUST_0873,209,5,1,6,0.8333,361,0.6,0.6,normal
CUST_0874,891,23,6,29,0.7931,802,0.3,0.25,low_engagement
CUST_0875,882,16,13,29,0.5517,660,0.35,0.45,friction_prone
CUST_0876,31,0,1,1,0.0,1309,0.35,0.45,friction_prone
CUST_0877,132,2,2,4,0.5,1466,0.35,0.45,friction_prone
CUST_0878,72,2,0,2,1.0,9332,0.82,0.9,high_value_loyal
CUST_0879,808,24,2,26,0.9231,279,0.3,0.25,low_engagement
CUST_0880,495,10,6,16,0.625,766,0.3,0.25,low_engagement
CUST_0881,809,25,1,26,0.9615,1225,0.8,0.85,reliable
CUST_0882,174,5,0,5,1.0,1748,0.6,0.6,normal
CUST_0883,768,13,12,25,0.52,1140,0.35,0.45,friction_prone
CUST_0884,246,4,4,8,0.5,1912,0.6,0.6,normal
CUST_0885,35,1,0,1,1.0,1194,0.35,0.45,friction_prone
CUST_0886,697,16,7,23,0.6957,1064,0.3,0.25,low_engagement
CUST_0887,937,29,2,31,0.9355,7275,0.82,0.9,high_value_loyal
CUST_0888,453,13,2,15,0.8667,9592,0.82,0.9,high_value_loyal
CUST_0889,860,16,12,28,0.5714,1117,0.35,0.45,friction_prone
CUST_0890,632,15,6,21,0.7143,402,0.6,0.6,normal
CUST_0891,398,11,2,13,0.8462,8152,0.82,0.9,high_value_loyal
CUST_0892,778,18,7,25,0.72,370,0.35,0.45,friction_prone
CUST_0893,30,0,1,1,0.0,1665,0.6,0.6,normal
CUST_0894,216,6,1,7,0.8571,1155,0.6,0.6,normal
CUST_0895,110,3,0,3,1.0,1249,0.8,0.85,reliable
CUST_0896,847,18,10,28,0.6429,224,0.35,0.45,friction_prone
CUST_0897,736,20,4,24,0.8333,997,0.6,0.6,normal
CUST_0898,76,2,0,2,1.0,421,0.6,0.6,normal
CUST_0899,528,17,0,17,1.0,8870,0.82,0.9,high_value_loyal
CUST_0900,708,20,3,23,0.8696,821,0.6,0.6,normal
CUST_0901,626,16,4,20,0.8,1345,0.6,0.6,normal
CUST_0902,278,6,3,9,0.6667,885,0.35,0.45,friction_prone
CUST_0903,372,10,2,12,0.8333,3380,0.82,0.9,high_value_loyal
CUST_0904,893,25,4,29,0.8621,1909,0.6,0.6,normal
CUST_0905,564,17,1,18,0.9444,2063,0.8,0.85,reliable
CUST_0906,559,12,6,18,0.6667,518,0.3,0.25,low_engagement
CUST_0907,703,23,0,23,1.0,2226,0.8,0.85,reliable
CUST_0908,621,15,5,20,0.75,284,0.35,0.45,friction_prone
CUST_0909,545,17,1,18,0.9444,346,0.6,0.6,normal
CUST_0910,642,15,6,21,0.7143,466,0.6,0.6,normal
CUST_0911,991,29,4,33,0.8788,1625,0.6,0.6,normal
CUST_0912,415,8,5,13,0.6154,1163,0.3,0.25,low_engagement
CUST_0913,742,20,4,24,0.8333,1108,0.3,0.25,low_engagement
CUST_0914,767,20,5,25,0.8,1454,0.6,0.6,normal
CUST_0915,541,11,7,18,0.6111,1229,0.35,0.45,friction_prone
CUST_0916,856,25,3,28,0.8929,6014,0.82,0.9,high_value_loyal
CUST_0917,151,3,2,5,0.6,1176,0.3,0.25,low_engagement
CUST_0918,696,16,7,23,0.6957,542,0.35,0.45,friction_prone
CUST_0919,984,27,5,32,0.8438,1482,0.6,0.6,normal
CUST_0920,439,14,0,14,1.0,6010,0.82,0.9,high_value_loyal
CUST_0921,694,16,7,23,0.6957,536,0.35,0.45,friction_prone
CUST_0922,233,7,0,7,1.0,609,0.8,0.85,reliable
CUST_0923,690,19,4,23,0.8261,910,0.3,0.25,low_engagement
CUST_0924,830,24,3,27,0.8889,1443,0.6,0.6,normal
CUST_0925,677,14,8,22,0.6364,217,0.3,0.25,low_engagement
CUST_0926,802,24,2,26,0.9231,969,0.8,0.85,reliable
CUST_0927,86,2,0,2,1.0,703,0.3,0.25,low_engagement
CUST_0928,137,3,1,4,0.75,1344,0.35,0.45,friction_prone
CUST_0929,820,23,4,27,0.8519,358,0.35,0.45,friction_prone
CUST_0930,814,24,3,27,0.8889,785,0.3,0.25,low_engagement
CUST_0931,799,22,4,26,0.8462,785,0.6,0.6,normal
CUST_0932,993,31,2,33,0.9394,1415,0.6,0.6,normal
CUST_0933,538,17,0,17,1.0,3308,0.82,0.9,high_value_loyal
CUST_0934,786,25,1,26,0.9615,737,0.3,0.25,low_engagement
CUST_0935,900,22,8,30,0.7333,470,0.3,0.25,low_engagement
CUST_0936,568,18,0,18,1.0,1145,0.8,0.85,reliable
CUST_0937,38,0,1,1,0.0,2838,0.8,0.85,reliable
CUST_0938,162,5,0,5,1.0,5468,0.82,0.9,high_value_loyal
CUST_0939,386,10,2,12,0.8333,511,0.3,0.25,low_engagement
CUST_0940,981,30,2,32,0.9375,4812,0.82,0.9,high_value_loyal
CUST_0941,104,3,0,3,1.0,1338,0.8,0.85,reliable
CUST_0942,941,20,11,31,0.6452,513,0.35,0.45,friction_prone
CUST_0943,692,22,1,23,0.9565,1314,0.8,0.85,reliable
CUST_0944,166,5,0,5,1.0,976,0.6,0.6,normal
CUST_0945,617,18,2,20,0.9,9130,0.82,0.9,high_value_loyal
CUST_0946,207,6,0,6,1.0,2882,0.8,0.85,reliable
CUST_0947,818,21,6,27,0.7778,759,0.3,0.25,low_engagement
CUST_0948,777,25,0,25,1.0,9575,0.82,0.9,high_value_loyal
CUST_0949,830,22,5,27,0.8148,1199,0.3,0.25,low_engagement
CUST_0950,495,16,0,16,1.0,917,0.8,0.85,reliable
CUST_0951,209,6,0,6,1.0,634,0.6,0.6,normal
CUST_0952,399,12,1,13,0.9231,2710,0.8,0.85,reliable
CUST_0953,237,5,2,7,0.7143,1341,0.6,0.6,normal
CUST_0954,624,17,3,20,0.85,1098,0.3,0.25,low_engagement
CUST_0955,788,19,7,26,0.7308,525,0.3,0.25,low_engagement
CUST_0956,805,22,4,26,0.8462,659,0.35,0.45,friction_prone
CUST_0957,95,2,1,3,0.6667,493,0.6,0.6,normal
CUST_0958,830,23,4,27,0.8519,1205,0.6,0.6,normal
CUST_0959,521,15,2,17,0.8824,1028,0.3,0.25,low_engagement
CUST_0960,213,7,0,7,1.0,1929,0.6,0.6,normal
CUST_0961,318,10,0,10,1.0,2164,0.8,0.85,reliable
CUST_0962,654,21,0,21,1.0,393,0.3,0.25,low_engagement
CUST_0963,33,1,0,1,1.0,690,0.8,0.85,reliable
CUST_0964,859,16,12,28,0.5714,617,0.35,0.45,friction_prone
CUST_0965,864,25,3,28,0.8929,1244,0.6,0.6,normal
CUST_0966,775,17,8,25,0.68,319,0.3,0.25,low_engagement
CUST_0967,970,29,3,32,0.9062,8146,0.82,0.9,high_value_loyal
CUST_0968,812,26,1,27,0.963,2991,0.8,0.85,reliable
CUST_0969,897,24,5,29,0.8276,766,0.3,0.25,low_engagement
CUST_0970,953,24,7,31,0.7742,895,0.3,0.25,low_engagement
CUST_0971,767,15,10,25,0.6,531,0.35,0.45,friction_prone
CUST_0972,929,28,2,30,0.9333,5583,0.82,0.9,high_value_loyal
CUST_0973,816,25,2,27,0.9259,8969,0.82,0.9,high_value_loyal
CUST_0974,253,6,2,8,0.75,387,0.35,0.45,friction_prone
CUST_0975,981,31,1,32,0.9688,1763,0.8,0.85,reliable
CUST_0976,124,4,0,4,1.0,574,0.3,0.25,low_engagement
CUST_0977,395,10,3,13,0.7692,832,0.6,0.6,normal
CUST_0978,897,22,7,29,0.7586,328,0.35,0.45,friction_prone
CUST_0979,215,6,1,7,0.8571,1248,0.35,0.45,friction_prone
CUST_0980,133,4,0,4,1.0,1270,0.8,0.85,reliable
CUST_0981,315,7,3,10,0.7,629,0.35,0.45,friction_prone
CUST_0982,169,5,0,5,1.0,5797,0.82,0.9,high_value_loyal
CUST_0983,654,21,0,21,1.0,2607,0.8,0.85,reliable
CUST_0984,334,8,3,11,0.7273,850,0.3,0.25,low_engagement
CUST_0985,386,12,0,12,1.0,846,0.3,0.25,low_engagement
CUST_0986,869,26,2,28,0.9286,2696,0.8,0.85,reliable
CUST_0987,823,26,1,27,0.963,1782,0.8,0.85,reliable
CUST_0988,581,16,3,19,0.8421,861,0.3,0.25,low_engagement
CUST_0989,387,6,6,12,0.5,813,0.35,0.45,friction_prone
CUST_0990,761,21,4,25,0.84,1596,0.6,0.6,normal
CUST_0991,491,13,3,16,0.8125,691,0.35,0.45,friction_prone
CUST_0992,527,16,1,17,0.9412,8107,0.82,0.9,high_value_loyal
CUST_0993,361,10,2,12,0.8333,4108,0.82,0.9,high_value_loyal
CUST_0994,249,7,1,8,0.875,8541,0.82,0.9,high_value_loyal
CUST_0995,494,11,5,16,0.6875,1366,0.35,0.45,friction_prone
CUST_0996,207,6,0,6,1.0,955,0.6,0.6,normal
CUST_0997,144,2,2,4,0.5,1129,0.35,0.45,friction_prone
CUST_0998,896,24,5,29,0.8276,1220,0.6,0.6,normal
CUST_0999,879,28,1,29,0.9655,2526,0.8,0.85,reliable
CUST_1000,888,21,8,29,0.7241,389,0.3,0.25,low_engagement
