failure_id,payment_id,customer_id,subscription_id,failure_reason,retry_now_probability,wait_and_retry_probability,send_reminder_probability,payment_link_probability,update_payment_method_probability,no_action_probability
FAIL_001352,PAY_008950,CUST_0527,SUB_0527,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001353,PAY_008952,CUST_0527,SUB_0527,LIMIT_EXCEEDED,0.04,0.19,0.174,0.524,0.324,0.0
FAIL_001354,PAY_008965,CUST_0530,SUB_0530,CARD_EXPIRED,0.05,0.05,0.212,0.362,0.812,0.0
FAIL_001355,PAY_008971,CUST_0530,SUB_0530,CARD_EXPIRED,0.05,0.05,0.212,0.362,0.812,0.0
FAIL_001356,PAY_008977,CUST_0531,SUB_0531,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001357,PAY_008980,CUST_0531,SUB_0531,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001358,PAY_008983,CUST_0531,SUB_0531,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001359,PAY_008989,CUST_0531,SUB_0531,CARD_EXPIRED,0.01,0.01,0.174,0.324,0.774,0.0
FAIL_001360,PAY_008991,CUST_0531,SUB_0531,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001361,PAY_009014,CUST_0532,SUB_0532,INSUFFICIENT_FUNDS,0.2176,0.6176,0.4156,0.5456,0.2456,0.0
FAIL_001362,PAY_009016,CUST_0533,SUB_0533,AUTHENTICATION_FAILED,0.026,0.076,0.246,0.346,0.546,0.0
FAIL_001363,PAY_009018,CUST_0533,SUB_0533,AUTHENTICATION_FAILED,0.026,0.076,0.246,0.346,0.546,0.0
FAIL_001364,PAY_009020,CUST_0533,SUB_0533,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_001365,PAY_009023,CUST_0533,SUB_0533,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_001366,PAY_009025,CUST_0533,SUB_0533,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_001367,PAY_009026,CUST_0533,SUB_0533,AUTHENTICATION_FAILED,0.026,0.076,0.246,0.346,0.546,0.0
FAIL_001368,PAY_009034,CUST_0533,SUB_0533,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_001369,PAY_009036,CUST_0533,SUB_0533,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_001370,PAY_009038,CUST_0533,SUB_0533,LIMIT_EXCEEDED,0.076,0.226,0.096,0.446,0.246,0.0
FAIL_001371,PAY_009043,CUST_0534,SUB_0534,INSUFFICIENT_FUNDS,0.2176,0.6176,0.4156,0.5456,0.2456,0.0
FAIL_001372,PAY_009062,CUST_0534,SUB_0534,BANK_DECLINED,0.2176,0.5176,0.3156,0.4956,0.2956,0.0
FAIL_001373,PAY_009066,CUST_0535,SUB_0535,BANK_DECLINED,0.2176,0.5176,0.3156,0.4956,0.2956,0.0
FAIL_001374,PAY_009088,CUST_0537,SUB_0537,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_001375,PAY_009089,CUST_0537,SUB_0537,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_001376,PAY_009092,CUST_0537,SUB_0537,NETWORK_ERROR,0.826,0.676,0.146,0.196,0.01,0.0
FAIL_001377,PAY_009093,CUST_0537,SUB_0537,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_001378,PAY_009094,CUST_0537,SUB_0537,LIMIT_EXCEEDED,0.076,0.226,0.096,0.446,0.246,0.0
FAIL_001379,PAY_009095,CUST_0537,SUB_0537,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_001380,PAY_009099,CUST_0537,SUB_0537,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_001381,PAY_009100,CUST_0538,SUB_0538,AUTHENTICATION_FAILED,0.01,0.04,0.324,0.424,0.624,0.0
FAIL_001382,PAY_009101,CUST_0538,SUB_0538,CARD_EXPIRED,0.01,0.01,0.174,0.324,0.774,0.0
FAIL_001383,PAY_009102,CUST_0538,SUB_0538,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001384,PAY_009112,CUST_0540,SUB_0540,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_001385,PAY_009117,CUST_0540,SUB_0540,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001386,PAY_009118,CUST_0540,SUB_0540,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001387,PAY_009127,CUST_0540,SUB_0540,CARD_EXPIRED,0.01,0.01,0.174,0.324,0.774,0.0
FAIL_001388,PAY_009131,CUST_0540,SUB_0540,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_001389,PAY_009153,CUST_0543,SUB_0543,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_001390,PAY_009154,CUST_0543,SUB_0543,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_001391,PAY_009161,CUST_0543,SUB_0543,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_001392,PAY_009163,CUST_0543,SUB_0543,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_001393,PAY_009171,CUST_0545,SUB_0545,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_001394,PAY_009174,CUST_0545,SUB_0545,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_001395,PAY_009180,CUST_0545,SUB_0545,AUTHENTICATION_FAILED,0.026,0.076,0.246,0.346,0.546,0.0
FAIL_001396,PAY_009181,CUST_0545,SUB_0545,NETWORK_ERROR,0.826,0.676,0.146,0.196,0.01,0.0
FAIL_001397,PAY_009184,CUST_0545,SUB_0545,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_001398,PAY_009186,CUST_0545,SUB_0545,NETWORK_ERROR,0.826,0.676,0.146,0.196,0.01,0.0
FAIL_001399,PAY_009188,CUST_0545,SUB_0545,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_001400,PAY_009196,CUST_0546,SUB_0546,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001401,PAY_009201,CUST_0546,SUB_0546,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001402,PAY_009204,CUST_0547,SUB_0547,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001403,PAY_009209,CUST_0547,SUB_0547,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001404,PAY_009210,CUST_0547,SUB_0547,CARD_EXPIRED,0.01,0.01,0.174,0.324,0.774,0.0
FAIL_001405,PAY_009211,CUST_0547,SUB_0547,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001406,PAY_009212,CUST_0547,SUB_0547,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001407,PAY_009219,CUST_0547,SUB_0547,AUTHENTICATION_FAILED,0.01,0.04,0.324,0.424,0.624,0.0
FAIL_001408,PAY_009257,CUST_0549,SUB_0549,NETWORK_ERROR,0.896,0.746,0.308,0.358,0.158,0.0
FAIL_001409,PAY_009258,CUST_0550,SUB_0550,INSUFFICIENT_FUNDS,0.2176,0.6176,0.4156,0.5456,0.2456,0.0
FAIL_001410,PAY_009260,CUST_0550,SUB_0550,NETWORK_ERROR,0.8676,0.7176,0.3156,0.3956,0.1956,0.0
FAIL_001411,PAY_009268,CUST_0550,SUB_0550,INSUFFICIENT_FUNDS,0.2176,0.6176,0.4156,0.5456,0.2456,0.0
FAIL_001412,PAY_009282,CUST_0551,SUB_0551,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_001413,PAY_009286,CUST_0551,SUB_0551,BANK_DECLINED,0.2,0.5,0.262,0.412,0.212,0.0
FAIL_001414,PAY_009289,CUST_0552,SUB_0552,NETWORK_ERROR,0.826,0.676,0.146,0.196,0.01,0.0
FAIL_001415,PAY_009290,CUST_0552,SUB_0552,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_001416,PAY_009293,CUST_0552,SUB_0552,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_001417,PAY_009299,CUST_0552,SUB_0552,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_001418,PAY_009303,CUST_0552,SUB_0552,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_001419,PAY_009304,CUST_0552,SUB_0552,LIMIT_EXCEEDED,0.076,0.226,0.096,0.446,0.246,0.0
FAIL_001420,PAY_009305,CUST_0552,SUB_0552,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_001421,PAY_009306,CUST_0552,SUB_0552,NETWORK_ERROR,0.826,0.676,0.146,0.196,0.01,0.0
FAIL_001422,PAY_009308,CUST_0552,SUB_0552,NETWORK_ERROR,0.826,0.676,0.146,0.196,0.01,0.0
FAIL_001423,PAY_009317,CUST_0552,SUB_0552,LIMIT_EXCEEDED,0.076,0.226,0.096,0.446,0.246,0.0
FAIL_001424,PAY_009339,CUST_0553,SUB_0553,NETWORK_ERROR,0.896,0.746,0.308,0.358,0.158,0.0
FAIL_001425,PAY_009340,CUST_0553,SUB_0553,BANK_DECLINED,0.246,0.546,0.308,0.458,0.258,0.0
FAIL_001426,PAY_009358,CUST_0554,SUB_0554,BANK_DECLINED,0.2,0.5,0.262,0.412,0.212,0.0
FAIL_001427,PAY_009361,CUST_0554,SUB_0554,NETWORK_ERROR,0.85,0.7,0.262,0.312,0.112,0.0
FAIL_001428,PAY_009379,CUST_0555,SUB_0555,LIMIT_EXCEEDED,0.1176,0.2676,0.2656,0.6456,0.4456,0.0
FAIL_001429,PAY_009397,CUST_0556,SUB_0556,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001430,PAY_009399,CUST_0556,SUB_0556,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001431,PAY_009404,CUST_0556,SUB_0556,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_001432,PAY_009407,CUST_0556,SUB_0556,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001433,PAY_009409,CUST_0556,SUB_0556,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_001434,PAY_009416,CUST_0557,SUB_0557,NETWORK_ERROR,0.896,0.746,0.308,0.358,0.158,0.0
FAIL_001435,PAY_009424,CUST_0557,SUB_0557,CARD_EXPIRED,0.096,0.096,0.258,0.408,0.858,0.0
FAIL_001436,PAY_009435,CUST_0559,SUB_0559,NETWORK_ERROR,0.896,0.746,0.308,0.358,0.158,0.0
FAIL_001437,PAY_009445,CUST_0559,SUB_0559,INSUFFICIENT_FUNDS,0.246,0.646,0.408,0.508,0.208,0.0
FAIL_001438,PAY_009468,CUST_0563,SUB_0563,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_001439,PAY_009481,CUST_0563,SUB_0563,NETWORK_ERROR,0.826,0.676,0.146,0.196,0.01,0.0
FAIL_001440,PAY_009483,CUST_0563,SUB_0563,AUTHENTICATION_FAILED,0.026,0.076,0.246,0.346,0.546,0.0
FAIL_001441,PAY_009484,CUST_0563,SUB_0563,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_001442,PAY_009485,CUST_0563,SUB_0563,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_001443,PAY_009490,CUST_0563,SUB_0563,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_001444,PAY_009503,CUST_0564,SUB_0564,CARD_EXPIRED,0.0676,0.0676,0.2656,0.4456,0.8956,0.0
FAIL_001445,PAY_009510,CUST_0564,SUB_0564,NETWORK_ERROR,0.8676,0.7176,0.3156,0.3956,0.1956,0.0
FAIL_001446,PAY_009518,CUST_0565,SUB_0565,CARD_EXPIRED,0.01,0.01,0.174,0.324,0.774,0.0
FAIL_001447,PAY_009520,CUST_0565,SUB_0565,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001448,PAY_009523,CUST_0565,SUB_0565,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_001449,PAY_009527,CUST_0565,SUB_0565,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001450,PAY_009533,CUST_0565,SUB_0565,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001451,PAY_009534,CUST_0565,SUB_0565,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001452,PAY_009556,CUST_0567,SUB_0567,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_001453,PAY_009562,CUST_0567,SUB_0567,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_001454,PAY_009582,CUST_0568,SUB_0568,LIMIT_EXCEEDED,0.1,0.25,0.212,0.562,0.362,0.0
FAIL_001455,PAY_009613,CUST_0571,SUB_0571,BANK_DECLINED,0.2,0.5,0.262,0.412,0.212,0.0
FAIL_001456,PAY_009624,CUST_0572,SUB_0572,LIMIT_EXCEEDED,0.1176,0.2676,0.2656,0.6456,0.4456,0.0
FAIL_001457,PAY_009629,CUST_0573,SUB_0573,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001458,PAY_009631,CUST_0573,SUB_0573,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001459,PAY_009632,CUST_0573,SUB_0573,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_001460,PAY_009638,CUST_0573,SUB_0573,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001461,PAY_009640,CUST_0573,SUB_0573,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001462,PAY_009641,CUST_0573,SUB_0573,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_001463,PAY_009647,CUST_0573,SUB_0573,CARD_EXPIRED,0.01,0.01,0.174,0.324,0.774,0.0
FAIL_001464,PAY_009648,CUST_0573,SUB_0573,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001465,PAY_009649,CUST_0573,SUB_0573,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001466,PAY_009650,CUST_0573,SUB_0573,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001467,PAY_009651,CUST_0573,SUB_0573,AUTHENTICATION_FAILED,0.01,0.04,0.324,0.424,0.624,0.0
FAIL_001468,PAY_009657,CUST_0574,SUB_0574,NETWORK_ERROR,0.896,0.746,0.308,0.358,0.158,0.0
FAIL_001469,PAY_009664,CUST_0574,SUB_0574,AUTHENTICATION_FAILED,0.096,0.146,0.408,0.508,0.708,0.0
FAIL_001470,PAY_009668,CUST_0574,SUB_0574,BANK_DECLINED,0.246,0.546,0.308,0.458,0.258,0.0
FAIL_001471,PAY_009670,CUST_0574,SUB_0574,LIMIT_EXCEEDED,0.146,0.296,0.258,0.608,0.408,0.0
FAIL_001472,PAY_009675,CUST_0574,SUB_0574,BANK_DECLINED,0.246,0.546,0.308,0.458,0.258,0.0
FAIL_001473,PAY_009682,CUST_0574,SUB_0574,BANK_DECLINED,0.246,0.546,0.308,0.458,0.258,0.0
FAIL_001474,PAY_009687,CUST_0575,SUB_0575,AUTHENTICATION_FAILED,0.01,0.04,0.324,0.424,0.624,0.0
FAIL_001475,PAY_009690,CUST_0576,SUB_0576,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001476,PAY_009691,CUST_0576,SUB_0576,CARD_EXPIRED,0.01,0.01,0.174,0.324,0.774,0.0
FAIL_001477,PAY_009693,CUST_0576,SUB_0576,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_001478,PAY_009698,CUST_0576,SUB_0576,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001479,PAY_009703,CUST_0576,SUB_0576,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001480,PAY_009716,CUST_0576,SUB_0576,CARD_EXPIRED,0.01,0.01,0.174,0.324,0.774,0.0
FAIL_001481,PAY_009718,CUST_0576,SUB_0576,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001482,PAY_009722,CUST_0577,SUB_0577,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_001483,PAY_009732,CUST_0577,SUB_0577,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_001484,PAY_009751,CUST_0578,SUB_0578,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001485,PAY_009756,CUST_0578,SUB_0578,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001486,PAY_009757,CUST_0578,SUB_0578,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001487,PAY_009764,CUST_0578,SUB_0578,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001488,PAY_009766,CUST_0578,SUB_0578,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_001489,PAY_009780,CUST_0580,SUB_0580,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_001490,PAY_009784,CUST_0580,SUB_0580,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_001491,PAY_009802,CUST_0580,SUB_0580,AUTHENTICATION_FAILED,0.026,0.076,0.246,0.346,0.546,0.0
FAIL_001492,PAY_009805,CUST_0580,SUB_0580,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_001493,PAY_009811,CUST_0581,SUB_0581,LIMIT_EXCEEDED,0.04,0.19,0.174,0.524,0.324,0.0
FAIL_001494,PAY_009816,CUST_0581,SUB_0581,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001495,PAY_009821,CUST_0581,SUB_0581,LIMIT_EXCEEDED,0.04,0.19,0.174,0.524,0.324,0.0
FAIL_001496,PAY_009822,CUST_0581,SUB_0581,LIMIT_EXCEEDED,0.04,0.19,0.174,0.524,0.324,0.0
FAIL_001497,PAY_009823,CUST_0581,SUB_0581,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001498,PAY_009824,CUST_0581,SUB_0581,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001499,PAY_009825,CUST_0581,SUB_0581,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001500,PAY_009826,CUST_0581,SUB_0581,CARD_EXPIRED,0.01,0.01,0.174,0.324,0.774,0.0
FAIL_001501,PAY_009827,CUST_0581,SUB_0581,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_001502,PAY_009828,CUST_0581,SUB_0581,LIMIT_EXCEEDED,0.04,0.19,0.174,0.524,0.324,0.0
FAIL_001503,PAY_009830,CUST_0581,SUB_0581,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001504,PAY_009840,CUST_0582,SUB_0582,NETWORK_ERROR,0.85,0.7,0.262,0.312,0.112,0.0
FAIL_001505,PAY_009854,CUST_0582,SUB_0582,CARD_EXPIRED,0.05,0.05,0.212,0.362,0.812,0.0
FAIL_001506,PAY_009857,CUST_0582,SUB_0582,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_001507,PAY_009858,CUST_0582,SUB_0582,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_001508,PAY_009891,CUST_0585,SUB_0585,AUTHENTICATION_FAILED,0.0676,0.1176,0.4156,0.5456,0.7456,0.0
FAIL_001509,PAY_009900,CUST_0585,SUB_0585,BANK_DECLINED,0.2176,0.5176,0.3156,0.4956,0.2956,0.0
FAIL_001510,PAY_009903,CUST_0585,SUB_0585,BANK_DECLINED,0.2176,0.5176,0.3156,0.4956,0.2956,0.0
FAIL_001511,PAY_009920,CUST_0586,SUB_0586,NETWORK_ERROR,0.826,0.676,0.146,0.196,0.01,0.0
FAIL_001512,PAY_009924,CUST_0586,SUB_0586,NETWORK_ERROR,0.826,0.676,0.146,0.196,0.01,0.0
FAIL_001513,PAY_009962,CUST_0588,SUB_0588,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_001514,PAY_009969,CUST_0588,SUB_0588,LIMIT_EXCEEDED,0.076,0.226,0.096,0.446,0.246,0.0
FAIL_001515,PAY_009970,CUST_0588,SUB_0588,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_001516,PAY_009975,CUST_0589,SUB_0589,CARD_EXPIRED,0.05,0.05,0.212,0.362,0.812,0.0
FAIL_001517,PAY_009979,CUST_0589,SUB_0589,BANK_DECLINED,0.2,0.5,0.262,0.412,0.212,0.0
FAIL_001518,PAY_009986,CUST_0589,SUB_0589,BANK_DECLINED,0.2,0.5,0.262,0.412,0.212,0.0
FAIL_001519,PAY_009996,CUST_0590,SUB_0590,BANK_DECLINED,0.2,0.5,0.262,0.412,0.212,0.0
FAIL_001520,PAY_010006,CUST_0591,SUB_0591,NETWORK_ERROR,0.8676,0.7176,0.3156,0.3956,0.1956,0.0
FAIL_001521,PAY_010021,CUST_0591,SUB_0591,INSUFFICIENT_FUNDS,0.2176,0.6176,0.4156,0.5456,0.2456,0.0
FAIL_001522,PAY_010039,CUST_0593,SUB_0593,INSUFFICIENT_FUNDS,0.2176,0.6176,0.4156,0.5456,0.2456,0.0
FAIL_001523,PAY_010051,CUST_0593,SUB_0593,CARD_EXPIRED,0.0676,0.0676,0.2656,0.4456,0.8956,0.0
FAIL_001524,PAY_010072,CUST_0595,SUB_0595,BANK_DECLINED,0.2176,0.5176,0.3156,0.4956,0.2956,0.0
FAIL_001525,PAY_010075,CUST_0595,SUB_0595,BANK_DECLINED,0.2176,0.5176,0.3156,0.4956,0.2956,0.0
FAIL_001526,PAY_010084,CUST_0595,SUB_0595,NETWORK_ERROR,0.8676,0.7176,0.3156,0.3956,0.1956,0.0
FAIL_001527,PAY_010090,CUST_0595,SUB_0595,INSUFFICIENT_FUNDS,0.2176,0.6176,0.4156,0.5456,0.2456,0.0
FAIL_001528,PAY_010097,CUST_0596,SUB_0596,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_001529,PAY_010111,CUST_0596,SUB_0596,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_001530,PAY_010123,CUST_0597,SUB_0597,LIMIT_EXCEEDED,0.1176,0.2676,0.2656,0.6456,0.4456,0.0
FAIL_001531,PAY_010149,CUST_0599,SUB_0599,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_001532,PAY_010153,CUST_0599,SUB_0599,AUTHENTICATION_FAILED,0.05,0.1,0.362,0.462,0.662,0.0
FAIL_001533,PAY_010162,CUST_0600,SUB_0600,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001534,PAY_010163,CUST_0600,SUB_0600,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001535,PAY_010173,CUST_0600,SUB_0600,CARD_EXPIRED,0.01,0.01,0.174,0.324,0.774,0.0
FAIL_001536,PAY_010175,CUST_0600,SUB_0600,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001537,PAY_010178,CUST_0600,SUB_0600,AUTHENTICATION_FAILED,0.01,0.04,0.324,0.424,0.624,0.0
FAIL_001538,PAY_010218,CUST_0602,SUB_0602,BANK_DECLINED,0.2176,0.5176,0.3156,0.4956,0.2956,0.0
FAIL_001539,PAY_010295,CUST_0608,SUB_0608,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_001540,PAY_010305,CUST_0608,SUB_0608,NETWORK_ERROR,0.85,0.7,0.262,0.312,0.112,0.0
FAIL_001541,PAY_010311,CUST_0608,SUB_0608,CARD_EXPIRED,0.05,0.05,0.212,0.362,0.812,0.0
FAIL_001542,PAY_010321,CUST_0609,SUB_0609,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001543,PAY_010322,CUST_0609,SUB_0609,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001544,PAY_010325,CUST_0609,SUB_0609,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_001545,PAY_010327,CUST_0609,SUB_0609,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001546,PAY_010332,CUST_0609,SUB_0609,AUTHENTICATION_FAILED,0.01,0.04,0.324,0.424,0.624,0.0
FAIL_001547,PAY_010337,CUST_0609,SUB_0609,CARD_EXPIRED,0.01,0.01,0.174,0.324,0.774,0.0
FAIL_001548,PAY_010338,CUST_0609,SUB_0609,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_001549,PAY_010339,CUST_0609,SUB_0609,AUTHENTICATION_FAILED,0.01,0.04,0.324,0.424,0.624,0.0
FAIL_001550,PAY_010341,CUST_0609,SUB_0609,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_001551,PAY_010344,CUST_0609,SUB_0609,CARD_EXPIRED,0.01,0.01,0.174,0.324,0.774,0.0
FAIL_001552,PAY_010349,CUST_0610,SUB_0610,BANK_DECLINED,0.2176,0.5176,0.3156,0.4956,0.2956,0.0
FAIL_001553,PAY_010354,CUST_0610,SUB_0610,INSUFFICIENT_FUNDS,0.2176,0.6176,0.4156,0.5456,0.2456,0.0
FAIL_001554,PAY_010356,CUST_0610,SUB_0610,INSUFFICIENT_FUNDS,0.2176,0.6176,0.4156,0.5456,0.2456,0.0
FAIL_001555,PAY_010362,CUST_0610,SUB_0610,INSUFFICIENT_FUNDS,0.2176,0.6176,0.4156,0.5456,0.2456,0.0
FAIL_001556,PAY_010364,CUST_0610,SUB_0610,AUTHENTICATION_FAILED,0.0676,0.1176,0.4156,0.5456,0.7456,0.0
FAIL_001557,PAY_010374,CUST_0610,SUB_0610,INSUFFICIENT_FUNDS,0.2176,0.6176,0.4156,0.5456,0.2456,0.0
FAIL_001558,PAY_010407,CUST_0613,SUB_0613,NETWORK_ERROR,0.896,0.746,0.308,0.358,0.158,0.0
FAIL_001559,PAY_010424,CUST_0613,SUB_0613,BANK_DECLINED,0.246,0.546,0.308,0.458,0.258,0.0
