audit_id,outcome_timestamp,execution_id,decision_id,failure_id,customer_id,subscription_id,amount,failure_reason,candidate_action,estimated_recovery_probability,expected_gross_recovery,intervention_cost,expected_net_recovery,policy_result,policy_reason,policy_checks,execution_result,execution_status,execution_reason,outcome_status,recovered,actual_recovered_amount,outcome_reason
AUD_FF29BD550B65,2026-09-02T04:35:29.457800+00:00,EXE_000083_B03F4768,DEC_000083,FAIL_002234,CUST_0832,SUB_0832,2452.06,BANK_DECLINED,PAYMENT_LINK,0.6279404421750163,1539.7476406396704,3.0,1536.7476406396704,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment link is permitted as an alternative recovery path.,PAYMENT_LINK,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,2452.06,Simulated payment recovery succeeded after the executed intervention.
AUD_2A307A04F81C,2026-09-02T04:35:29.458801+00:00,EXE_000084_09F5B734,DEC_000084,FAIL_002662,CUST_0958,SUB_0958,1863.63,INSUFFICIENT_FUNDS,WAIT_AND_RETRY,0.8234580213340641,1534.621072298802,2.0,1532.621072298802,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,1863.63,Simulated payment recovery succeeded after the executed intervention.
AUD_5B4DB7A34CD0,2026-09-02T04:35:29.458801+00:00,EXE_000085_92E83D7B,DEC_000085,FAIL_000939,CUST_0380,SUB_0380,2093.21,CARD_EXPIRED,UPDATE_PAYMENT_METHOD,0.718409495085489,1503.7819392078966,3.0,1500.7819392078966,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: expired-card action is compatible | PASS: high-value confidence requirement | PASS: Payment-method update is permitted as an alternative recovery path.,UPDATE_PAYMENT_METHOD,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,2093.21,Simulated payment recovery succeeded after the executed intervention.
AUD_D6F9E7E55430,2026-09-02T04:35:29.458801+00:00,EXE_000086_990A0FD1,DEC_000086,FAIL_001176,CUST_0468,SUB_0468,1737.7,NETWORK_ERROR,RETRY_NOW,0.864463430406831,1502.1781030179504,2.0,1500.1781030179504,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: retry action within maximum 2 attempts | PASS: Direct retry is permitted under bounded policy.,RETRY_NOW,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,1737.7,Simulated payment recovery succeeded after the executed intervention.
AUD_12768011E425,2026-09-02T04:35:29.459802+00:00,EXE_000087_2D1CDE37,DEC_000087,FAIL_000249,CUST_0107,SUB_0107,1689.93,NETWORK_ERROR,WAIT_AND_RETRY,0.8783216197294043,1484.3020548293125,2.0,1482.3020548293125,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,1689.93,Simulated payment recovery succeeded after the executed intervention.
AUD_46310A05A322,2026-09-02T04:35:29.459802+00:00,EXE_000088_23F874A9,DEC_000088,FAIL_001405,CUST_0547,SUB_0547,2231.07,BANK_DECLINED,WAIT_AND_RETRY,0.6621324093360079,1477.2637544972872,2.0,1475.2637544972872,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,2231.07,Simulated payment recovery succeeded after the executed intervention.
AUD_D23FB9456759,2026-09-02T04:35:29.459802+00:00,EXE_000089_5A45BBDD,DEC_000089,FAIL_001385,CUST_0540,SUB_0540,2023.63,INSUFFICIENT_FUNDS,WAIT_AND_RETRY,0.7265941972081038,1470.3578152962352,2.0,1468.3578152962352,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,NOT_RECOVERED,False,0.0,"Simulated intervention completed, but the payment was not recovered."
AUD_388E9A5A505E,2026-09-02T04:35:29.459802+00:00,EXE_000090_DB2F4087,DEC_000090,FAIL_002025,CUST_0750,SUB_0750,1696.9,CARD_EXPIRED,UPDATE_PAYMENT_METHOD,0.8615904226744122,1462.03278823621,3.0,1459.03278823621,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: expired-card action is compatible | PASS: high-value confidence requirement | PASS: Payment-method update is permitted as an alternative recovery path.,UPDATE_PAYMENT_METHOD,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,1696.9,Simulated payment recovery succeeded after the executed intervention.
AUD_6566F5CFFD8F,2026-09-02T04:35:29.459802+00:00,EXE_000091_FD0D3EBB,DEC_000091,FAIL_000824,CUST_0336,SUB_0336,1661.44,CARD_EXPIRED,UPDATE_PAYMENT_METHOD,0.8604771042010272,1429.6310800037547,3.0,1426.6310800037547,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: expired-card action is compatible | PASS: high-value confidence requirement | PASS: Payment-method update is permitted as an alternative recovery path.,UPDATE_PAYMENT_METHOD,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,1661.44,Simulated payment recovery succeeded after the executed intervention.
AUD_1B5ACD1C75E4,2026-09-02T04:35:29.460802+00:00,EXE_000092_10C14540,DEC_000092,FAIL_001009,CUST_0408,SUB_0408,1572.78,CARD_EXPIRED,UPDATE_PAYMENT_METHOD,0.8898116764346954,1399.47800846296,3.0,1396.47800846296,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: expired-card action is compatible | PASS: high-value confidence requirement | PASS: Payment-method update is permitted as an alternative recovery path.,UPDATE_PAYMENT_METHOD,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,1572.78,Simulated payment recovery succeeded after the executed intervention.
AUD_548B2577550B,2026-09-02T04:35:29.460802+00:00,EXE_000093_73DAF9B0,DEC_000093,FAIL_001116,CUST_0444,SUB_0444,1927.55,CARD_EXPIRED,UPDATE_PAYMENT_METHOD,0.7245994829383846,1396.7017333378833,3.0,1393.7017333378833,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: expired-card action is compatible | PASS: high-value confidence requirement | PASS: Payment-method update is permitted as an alternative recovery path.,UPDATE_PAYMENT_METHOD,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,1927.55,Simulated payment recovery succeeded after the executed intervention.
AUD_25C4AB49DCB4,2026-09-02T04:35:29.460802+00:00,EXE_000094_B7EBD843,DEC_000094,FAIL_002094,CUST_0780,SUB_0780,2075.84,BANK_DECLINED,WAIT_AND_RETRY,0.6655439530839772,1381.5627595698434,2.0,1379.5627595698434,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,2075.84,Simulated payment recovery succeeded after the executed intervention.
AUD_C04E8578E06E,2026-09-02T04:35:29.460802+00:00,EXE_000095_207974C2,DEC_000095,FAIL_001136,CUST_0457,SUB_0457,1961.94,BANK_DECLINED,PAYMENT_LINK,0.6996849035529452,1372.7397996766654,3.0,1369.7397996766654,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment link is permitted as an alternative recovery path.,PAYMENT_LINK,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,1961.94,Simulated payment recovery succeeded after the executed intervention.
AUD_B27ACC7B7DC6,2026-09-02T04:35:29.460802+00:00,EXE_000096_49D2F673,DEC_000096,FAIL_001139,CUST_0457,SUB_0457,1961.94,BANK_DECLINED,PAYMENT_LINK,0.6996849035529452,1372.7397996766654,3.0,1369.7397996766654,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment link is permitted as an alternative recovery path.,PAYMENT_LINK,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,1961.94,Simulated payment recovery succeeded after the executed intervention.
AUD_5AB94140E725,2026-09-02T04:35:29.461799+00:00,EXE_000097_22CD8A33,DEC_000097,FAIL_002277,CUST_0845,SUB_0845,1868.13,INSUFFICIENT_FUNDS,WAIT_AND_RETRY,0.7257644922301983,1355.8224208700003,2.0,1353.8224208700003,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,1868.13,Simulated payment recovery succeeded after the executed intervention.
AUD_6E5FE662AED7,2026-09-02T04:35:29.461799+00:00,EXE_000098_D4274D4A,DEC_000098,FAIL_001600,CUST_0628,SUB_0628,1735.47,INSUFFICIENT_FUNDS,WAIT_AND_RETRY,0.7797778560140879,1353.281075776769,2.0,1351.281075776769,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Delayed retry is permitted under bounded policy.,WAIT_AND_RETRY,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,1735.47,Simulated payment recovery succeeded after the executed intervention.
AUD_89C47A40B542,2026-09-02T04:35:29.461799+00:00,EXE_000099_3912BEAA,DEC_000099,FAIL_001551,CUST_0609,SUB_0609,1520.27,CARD_EXPIRED,UPDATE_PAYMENT_METHOD,0.8811736005105895,1339.6217896482335,3.0,1336.6217896482335,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: expired-card action is compatible | PASS: high-value confidence requirement | PASS: Payment-method update is permitted as an alternative recovery path.,UPDATE_PAYMENT_METHOD,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,RECOVERED,True,1520.27,Simulated payment recovery succeeded after the executed intervention.
AUD_3AE1BDCED043,2026-09-02T04:35:29.461799+00:00,EXE_000100_8B50FCC4,DEC_000100,FAIL_001947,CUST_0731,SUB_0731,1784.87,LIMIT_EXCEEDED,PAYMENT_LINK,0.7441975645228347,1328.2959069898718,3.0,1325.2959069898718,ALLOW,Recovery recommendation passed all deterministic policy and safety checks.,PASS: valid recovery action | PASS: expected net value above threshold | PASS: recovery probability valid | PASS: high-value confidence requirement | PASS: Payment link is permitted as an alternative recovery path.,PAYMENT_LINK,EXECUTED_SIMULATION,Action passed deterministic policy controls and was executed in the RecoveryOS test environment.,NOT_RECOVERED,False,0.0,"Simulated intervention completed, but the payment was not recovered."
